trial_number,condition,amplitude,frequency,analysis_group,n_channels_used,pre_abs,on_abs,off_abs,on_delta,off_delta,on_minus_off
5,amp250_freq5,250,5,Group 0-31,29,207.08084106445312,183.2486114501953,200.10914611816406,-23.832229614257812,-6.9716949462890625,-16.86053466796875
6,amp250_freq26,250,26,Group 96-127,32,105.01141357421875,111.2530517578125,101.01387786865234,6.24163818359375,-3.9975357055664062,10.239173889160156
6,amp250_freq26,250,26,Group 64-95,30,139.16256713867188,129.6754150390625,116.74137878417969,-9.487152099609375,-22.421188354492188,12.934036254882812
6,amp250_freq26,250,26,Group 32-63,28,125.69364929199219,130.87574768066406,108.46869659423828,5.182098388671875,-17.224952697753906,22.40705108642578
6,amp250_freq26,250,26,Group 0-31,29,196.9955596923828,210.72450256347656,179.75010681152344,13.72894287109375,-17.245452880859375,30.974395751953125
7,amp250_freq26,250,26,Group 96-127,32,107.37782287597656,102.71854400634766,102.72848510742188,-4.659278869628906,-4.6493377685546875,-0.00994110107421875
7,amp250_freq26,250,26,Group 64-95,30,109.40791320800781,135.4019775390625,138.6069793701172,25.994064331054688,29.199066162109375,-3.2050018310546875
7,amp250_freq26,250,26,Group 32-63,28,96.94000244140625,117.10928344726562,131.2664031982422,20.169281005859375,34.32640075683594,-14.157119750976562
7,amp250_freq26,250,26,Group 0-31,29,167.97425842285156,189.8278045654297,176.3457794189453,21.853546142578125,8.37152099609375,13.482025146484375
8,amp180_freq26,180,26,Group 96-127,32,100.10457611083984,108.69781494140625,105.94438934326172,8.593238830566406,5.839813232421875,2.7534255981445312
8,amp180_freq26,180,26,Group 64-95,30,120.03060913085938,150.33627319335938,146.27178955078125,30.3056640625,26.241180419921875,4.064483642578125
8,amp180_freq26,180,26,Group 32-63,28,113.60745239257812,147.4700164794922,139.67852783203125,33.86256408691406,26.071075439453125,7.7914886474609375
8,amp180_freq26,180,26,Group 0-31,29,155.66946411132812,220.08987426757812,212.9017333984375,64.42041015625,57.232269287109375,7.188140869140625
9,amp250_freq5,250,5,Group 96-127,32,112.8655014038086,100.8472671508789,100.25550079345703,-12.018234252929688,-12.610000610351562,0.591766357421875
9,amp250_freq5,250,5,Group 64-95,30,144.6323699951172,142.70079040527344,139.0575408935547,-1.93157958984375,-5.5748291015625,3.64324951171875
9,amp250_freq5,250,5,Group 32-63,28,111.67115020751953,140.7685546875,121.52179718017578,29.09740447998047,9.85064697265625,19.24675750732422
9,amp250_freq5,250,5,Group 0-31,29,173.98794555664062,196.05860900878906,183.56607055664062,22.070663452148438,9.578125,12.492538452148438
10,amp250_freq26,250,26,Group 96-127,32,102.56277465820312,103.12596130371094,91.04552459716797,0.5631866455078125,-11.517250061035156,12.080436706542969
10,amp250_freq26,250,26,Group 64-95,30,147.1659698486328,149.59793090820312,119.93257904052734,2.4319610595703125,-27.23339080810547,29.66535186767578
10,amp250_freq26,250,26,Group 32-63,28,116.35855102539062,128.39784240722656,108.11615753173828,12.039291381835938,-8.242393493652344,20.28168487548828
10,amp250_freq26,250,26,Group 0-31,29,198.4122772216797,195.38775634765625,175.16839599609375,-3.0245208740234375,-23.243881225585938,20.2193603515625
11,amp180_freq5,180,5,Group 96-127,32,107.66502380371094,102.66144561767578,111.15201568603516,-5.003578186035156,3.4869918823242188,-8.490570068359375
11,amp180_freq5,180,5,Group 64-95,30,121.30917358398438,156.9544219970703,134.35687255859375,35.64524841308594,13.047698974609375,22.597549438476562
11,amp180_freq5,180,5,Group 32-63,28,117.33883666992188,135.8171844482422,123.97563934326172,18.478347778320312,6.636802673339844,11.841545104980469
11,amp180_freq5,180,5,Group 0-31,29,199.76998901367188,217.1661376953125,197.50323486328125,17.396148681640625,-2.266754150390625,19.66290283203125
12,amp100_freq5,100,5,Group 96-127,32,116.41790008544922,97.48260498046875,101.72540283203125,-18.93529510498047,-14.692497253417969,-4.2427978515625
12,amp100_freq5,100,5,Group 64-95,30,151.18519592285156,129.10520935058594,132.65695190429688,-22.079986572265625,-18.528244018554688,-3.5517425537109375
12,amp100_freq5,100,5,Group 32-63,28,143.58250427246094,123.936767578125,129.86880493164062,-19.645736694335938,-13.713699340820312,-5.932037353515625
12,amp100_freq5,100,5,Group 0-31,29,201.30001831054688,194.1908416748047,178.86021423339844,-7.1091766357421875,-22.439804077148438,15.33062744140625
13,amp100_freq5,100,5,Group 96-127,32,105.00935363769531,97.7195053100586,95.67953491210938,-7.289848327636719,-9.329818725585938,2.0399703979492188
13,amp100_freq5,100,5,Group 64-95,30,129.90060424804688,128.72767639160156,150.08737182617188,-1.1729278564453125,20.186767578125,-21.359695434570312
13,amp100_freq5,100,5,Group 32-63,28,112.63102722167969,106.93798065185547,127.53653717041016,-5.693046569824219,14.905509948730469,-20.598556518554688
13,amp100_freq5,100,5,Group 0-31,29,198.991455078125,189.81114196777344,194.73329162597656,-9.180313110351562,-4.2581634521484375,-4.922149658203125
14,amp100_freq26,100,26,Group 96-127,32,92.15817260742188,95.7796630859375,90.1311264038086,3.621490478515625,-2.0270462036132812,5.648536682128906
14,amp100_freq26,100,26,Group 64-95,30,124.09085083007812,136.03370666503906,130.5570526123047,11.942855834960938,6.4662017822265625,5.476654052734375
14,amp100_freq26,100,26,Group 32-63,28,105.87071228027344,114.48905944824219,126.14775848388672,8.61834716796875,20.27704620361328,-11.658699035644531
14,amp100_freq26,100,26,Group 0-31,29,211.8064727783203,170.40992736816406,187.20498657226562,-41.39654541015625,-24.601486206054688,-16.795059204101562
15,amp100_freq26,100,26,Group 96-127,32,94.96701049804688,99.37483978271484,109.07853698730469,4.407829284667969,14.111526489257812,-9.703697204589844
15,amp100_freq26,100,26,Group 64-95,30,145.13766479492188,141.78707885742188,158.8688201904297,-3.3505859375,13.731155395507812,-17.081741333007812
15,amp100_freq26,100,26,Group 32-63,28,165.89578247070312,126.05846405029297,144.55613708496094,-39.837318420410156,-21.339645385742188,-18.49767303466797
15,amp100_freq26,100,26,Group 0-31,29,205.0570068359375,200.85374450683594,210.54603576660156,-4.2032623291015625,5.4890289306640625,-9.692291259765625
16,amp180_freq26,180,26,Group 96-127,32,112.22534942626953,109.73001861572266,110.00265502929688,-2.495330810546875,-2.2226943969726562,-0.27263641357421875
16,amp180_freq26,180,26,Group 64-95,30,174.8919677734375,152.48228454589844,145.5748748779297,-22.409683227539062,-29.317092895507812,6.90740966796875
16,amp180_freq26,180,26,Group 32-63,28,152.60035705566406,162.7087860107422,145.83526611328125,10.108428955078125,-6.7650909423828125,16.873519897460938
16,amp180_freq26,180,26,Group 0-31,29,214.43064880371094,207.57078552246094,192.5398712158203,-6.85986328125,-21.890777587890625,15.030914306640625
17,amp180_freq5,180,5,Group 96-127,32,122.2315902709961,88.61699676513672,93.88439178466797,-33.614593505859375,-28.347198486328125,-5.26739501953125
17,amp180_freq5,180,5,Group 64-95,30,114.9689712524414,151.44692993164062,135.11077880859375,36.47795867919922,20.141807556152344,16.336151123046875
17,amp180_freq5,180,5,Group 32-63,28,146.77870178222656,122.39739990234375,111.51148986816406,-24.381301879882812,-35.2672119140625,10.885910034179688
17,amp180_freq5,180,5,Group 0-31,29,191.09657287597656,190.5711669921875,161.85153198242188,-0.5254058837890625,-29.245040893554688,28.719635009765625
18,amp100_freq5,100,5,Group 96-127,32,90.65692138671875,84.38088989257812,103.03147888183594,-6.276031494140625,12.374557495117188,-18.650588989257812
18,amp100_freq5,100,5,Group 64-95,30,106.74852752685547,123.95513916015625,139.7333526611328,17.20661163330078,32.984825134277344,-15.778213500976562
18,amp100_freq5,100,5,Group 32-63,28,98.20279693603516,121.15680694580078,132.8121337890625,22.954010009765625,34.609336853027344,-11.655326843261719
18,amp100_freq5,100,5,Group 0-31,29,137.0301055908203,176.42103576660156,206.0537872314453,39.39093017578125,69.023681640625,-29.63275146484375
19,amp250_freq26,250,26,Group 96-127,32,120.71246337890625,90.07896423339844,100.34552764892578,-30.633499145507812,-20.36693572998047,-10.266563415527344
19,amp250_freq26,250,26,Group 64-95,30,144.5106964111328,127.2743911743164,134.6876983642578,-17.236305236816406,-9.822998046875,-7.413307189941406
19,amp250_freq26,250,26,Group 32-63,28,133.21200561523438,122.83625030517578,117.6651840209961,-10.375755310058594,-15.546821594238281,5.1710662841796875
19,amp250_freq26,250,26,Group 0-31,29,196.40676879882812,184.05014038085938,191.47042846679688,-12.35662841796875,-4.93634033203125,-7.4202880859375
20,amp180_freq26,180,26,Group 96-127,32,105.78907775878906,92.75279998779297,101.43959045410156,-13.036277770996094,-4.3494873046875,-8.686790466308594
20,amp180_freq26,180,26,Group 64-95,30,124.58936309814453,128.47958374023438,123.90128326416016,3.8902206420898438,-0.688079833984375,4.578300476074219
20,amp180_freq26,180,26,Group 32-63,28,112.75777435302734,116.8523178100586,135.4698028564453,4.09454345703125,22.71202850341797,-18.61748504638672
20,amp180_freq26,180,26,Group 0-31,29,179.54501342773438,182.2373809814453,178.96937561035156,2.6923675537109375,-0.5756378173828125,3.26800537109375
21,amp100_freq5,100,5,Group 96-127,32,88.58577728271484,95.87663269042969,87.60224914550781,7.290855407714844,-0.9835281372070312,8.274383544921875
21,amp100_freq5,100,5,Group 64-95,30,90.55692291259766,126.19306182861328,119.75169372558594,35.636138916015625,29.19477081298828,6.441368103027344
21,amp100_freq5,100,5,Group 32-63,28,102.41600036621094,120.63078308105469,119.20943450927734,18.21478271484375,16.793434143066406,1.4213485717773438
21,amp100_freq5,100,5,Group 0-31,29,157.15509033203125,167.32528686523438,176.84060668945312,10.170196533203125,19.685516357421875,-9.51531982421875
22,amp250_freq5,250,5,Group 96-127,32,85.53277587890625,92.5973892211914,95.95614624023438,7.064613342285156,10.423370361328125,-3.3587570190429688
22,amp250_freq5,250,5,Group 64-95,30,115.78475189208984,134.578369140625,117.50337219238281,18.793617248535156,1.7186203002929688,17.074996948242188
22,amp250_freq5,250,5,Group 32-63,28,114.22257232666016,121.27075958251953,124.46464538574219,7.048187255859375,10.242073059082031,-3.1938858032226562
22,amp250_freq5,250,5,Group 0-31,29,165.8460693359375,186.3960723876953,177.19076538085938,20.550003051757812,11.344696044921875,9.205307006835938
23,amp180_freq5,180,5,Group 96-127,32,113.74232482910156,102.79426574707031,97.94364929199219,-10.94805908203125,-15.798675537109375,4.850616455078125
23,amp180_freq5,180,5,Group 64-95,30,127.31832122802734,136.67617797851562,112.771484375,9.357856750488281,-14.546836853027344,23.904693603515625
23,amp180_freq5,180,5,Group 32-63,28,149.46954345703125,128.8556671142578,103.21070861816406,-20.613876342773438,-46.25883483886719,25.64495849609375
23,amp180_freq5,180,5,Group 0-31,29,233.22869873046875,212.97689819335938,170.23028564453125,-20.251800537109375,-62.9984130859375,42.746612548828125
24,amp100_freq5,100,5,Group 96-127,32,89.91985321044922,85.8557357788086,84.38581085205078,-4.064117431640625,-5.5340423583984375,1.4699249267578125
24,amp100_freq5,100,5,Group 64-95,30,100.66661071777344,99.34510040283203,112.46453857421875,-1.3215103149414062,11.797927856445312,-13.119438171386719
24,amp100_freq5,100,5,Group 32-63,28,97.79979705810547,109.19165802001953,106.65714263916016,11.391860961914062,8.857345581054688,2.534515380859375
24,amp100_freq5,100,5,Group 0-31,29,153.10401916503906,180.4231414794922,177.1880645751953,27.319122314453125,24.08404541015625,3.235076904296875
25,amp250_freq26,250,26,Group 96-127,32,89.9452896118164,99.2660903930664,108.25598907470703,9.32080078125,18.310699462890625,-8.989898681640625
25,amp250_freq26,250,26,Group 64-95,30,111.24917602539062,135.82611083984375,121.92435455322266,24.576934814453125,10.675178527832031,13.901756286621094
25,amp250_freq26,250,26,Group 32-63,28,110.55437469482422,138.9623260498047,139.8983154296875,28.40795135498047,29.34394073486328,-0.9359893798828125
25,amp250_freq26,250,26,Group 0-31,29,156.4322052001953,219.2390899658203,190.96621704101562,62.806884765625,34.53401184082031,28.272872924804688
26,amp100_freq5,100,5,Group 96-127,32,101.5352783203125,112.5748291015625,109.72852325439453,11.03955078125,8.193244934082031,2.8463058471679688
26,amp100_freq5,100,5,Group 64-95,30,113.76448822021484,141.3118133544922,134.2713165283203,27.547325134277344,20.50682830810547,7.040496826171875
26,amp100_freq5,100,5,Group 32-63,28,121.74732208251953,161.96463012695312,138.73016357421875,40.217308044433594,16.98284149169922,23.234466552734375
26,amp100_freq5,100,5,Group 0-31,29,187.6533203125,225.45272827148438,209.1021728515625,37.799407958984375,21.4488525390625,16.350555419921875
27,amp100_freq5,100,5,Group 96-127,32,114.84642791748047,105.74931335449219,99.10336303710938,-9.097114562988281,-15.743064880371094,6.6459503173828125
27,amp100_freq5,100,5,Group 64-95,30,147.98941040039062,136.1519012451172,145.2422332763672,-11.837509155273438,-2.7471771240234375,-9.09033203125
27,amp100_freq5,100,5,Group 32-63,28,125.4166488647461,149.5030059814453,131.55807495117188,24.08635711669922,6.141426086425781,17.944931030273438
27,amp100_freq5,100,5,Group 0-31,29,200.88723754882812,210.12278747558594,207.06495666503906,9.235549926757812,6.1777191162109375,3.057830810546875
28,amp180_freq26,180,26,Group 96-127,32,102.17389678955078,102.17931365966797,95.69234466552734,0.0054168701171875,-6.4815521240234375,6.486968994140625
28,amp180_freq26,180,26,Group 64-95,30,162.38308715820312,131.4041748046875,144.171142578125,-30.978912353515625,-18.211944580078125,-12.7669677734375
28,amp180_freq26,180,26,Group 32-63,28,144.25588989257812,131.73873901367188,143.83058166503906,-12.51715087890625,-0.4253082275390625,-12.091842651367188
28,amp180_freq26,180,26,Group 0-31,29,216.78907775878906,201.94570922851562,203.96038818359375,-14.843368530273438,-12.828689575195312,-2.014678955078125
29,amp100_freq5,100,5,Group 96-127,32,90.36799621582031,111.02779388427734,92.60923767089844,20.65979766845703,2.241241455078125,18.418556213378906
29,amp100_freq5,100,5,Group 64-95,30,145.0961151123047,161.73651123046875,136.69068908691406,16.640396118164062,-8.405426025390625,25.045822143554688
29,amp100_freq5,100,5,Group 32-63,28,138.47596740722656,136.0135498046875,147.69715881347656,-2.4624176025390625,9.22119140625,-11.683609008789062
29,amp100_freq5,100,5,Group 0-31,29,205.05235290527344,192.71600341796875,189.5817108154297,-12.336349487304688,-15.47064208984375,3.1342926025390625
30,amp180_freq26,180,26,Group 96-127,32,80.81369018554688,108.06737518310547,106.36439514160156,27.253684997558594,25.550704956054688,1.7029800415039062
30,amp180_freq26,180,26,Group 64-95,30,118.29541015625,137.68557739257812,148.0524444580078,19.390167236328125,29.757034301757812,-10.366867065429688
30,amp180_freq26,180,26,Group 32-63,28,112.56974792480469,140.08377075195312,139.87057495117188,27.514022827148438,27.300827026367188,0.21319580078125
30,amp180_freq26,180,26,Group 0-31,29,167.39845275878906,205.1972198486328,201.2501983642578,37.79876708984375,33.85174560546875,3.947021484375
31,amp100_freq5,100,5,Group 96-127,32,101.97272491455078,90.18412780761719,94.58770751953125,-11.788597106933594,-7.385017395019531,-4.4035797119140625
31,amp100_freq5,100,5,Group 64-95,30,117.16981506347656,124.4552001953125,127.40333557128906,7.2853851318359375,10.2335205078125,-2.9481353759765625
31,amp100_freq5,100,5,Group 32-63,28,127.9594497680664,113.39225006103516,121.28068542480469,-14.56719970703125,-6.678764343261719,-7.888435363769531
31,amp100_freq5,100,5,Group 0-31,29,176.90223693847656,182.51185607910156,204.2362823486328,5.609619140625,27.33404541015625,-21.72442626953125
32,amp100_freq26,100,26,Group 96-127,32,83.55024719238281,91.53944396972656,110.16658782958984,7.98919677734375,26.61634063720703,-18.62714385986328
32,amp100_freq26,100,26,Group 64-95,30,103.8192367553711,139.15353393554688,131.76856994628906,35.33429718017578,27.94933319091797,7.3849639892578125
32,amp100_freq26,100,26,Group 32-63,28,114.74352264404297,132.56605529785156,130.2095489501953,17.822532653808594,15.466026306152344,2.35650634765625
32,amp100_freq26,100,26,Group 0-31,29,204.7573699951172,182.8987274169922,189.13607788085938,-21.858642578125,-15.621292114257812,-6.2373504638671875
33,amp180_freq26,180,26,Group 96-127,32,116.01325225830078,104.0820541381836,100.63311767578125,-11.931198120117188,-15.380134582519531,3.4489364624023438
33,amp180_freq26,180,26,Group 64-95,30,122.51024627685547,131.40347290039062,168.3217010498047,8.893226623535156,45.81145477294922,-36.91822814941406
33,amp180_freq26,180,26,Group 32-63,28,124.720947265625,130.90768432617188,151.62779235839844,6.186737060546875,26.906845092773438,-20.720108032226562
33,amp180_freq26,180,26,Group 0-31,29,178.84469604492188,193.61904907226562,190.89691162109375,14.77435302734375,12.052215576171875,2.722137451171875
34,amp100_freq5,100,5,Group 96-127,32,93.88351440429688,97.10548400878906,97.42385864257812,3.2219696044921875,3.54034423828125,-0.3183746337890625
34,amp100_freq5,100,5,Group 64-95,30,158.29627990722656,152.86441040039062,150.0654754638672,-5.4318695068359375,-8.230804443359375,2.7989349365234375
34,amp100_freq5,100,5,Group 32-63,28,128.67657470703125,132.20848083496094,139.8581085205078,3.5319061279296875,11.181533813476562,-7.649627685546875
34,amp100_freq5,100,5,Group 0-31,29,176.26524353027344,211.6768341064453,198.64517211914062,35.411590576171875,22.379928588867188,13.031661987304688
35,amp250_freq5,250,5,Group 96-127,32,102.30057525634766,91.9267349243164,95.91133117675781,-10.37384033203125,-6.389244079589844,-3.9845962524414062
35,amp250_freq5,250,5,Group 64-95,30,135.5234375,163.77603149414062,152.2237091064453,28.252593994140625,16.700271606445312,11.552322387695312
35,amp250_freq5,250,5,Group 32-63,28,132.85720825195312,143.49314880371094,133.45321655273438,10.635940551757812,0.59600830078125,10.039932250976562
35,amp250_freq5,250,5,Group 0-31,29,198.91053771972656,195.78546142578125,198.89776611328125,-3.1250762939453125,-0.0127716064453125,-3.1123046875
36,amp180_freq26,180,26,Group 96-127,32,85.39476013183594,98.91995239257812,95.97244262695312,13.525192260742188,10.577682495117188,2.947509765625
36,amp180_freq26,180,26,Group 64-95,30,132.68296813964844,134.52674865722656,140.18069458007812,1.843780517578125,7.4977264404296875,-5.6539459228515625
36,amp180_freq26,180,26,Group 32-63,28,113.49351501464844,138.87234497070312,148.89369201660156,25.378829956054688,35.400177001953125,-10.021347045898438
36,amp180_freq26,180,26,Group 0-31,29,172.9564971923828,201.12838745117188,193.26199340820312,28.171890258789062,20.305496215820312,7.86639404296875
37,amp180_freq26,180,26,Group 96-127,32,100.41212463378906,102.74038696289062,106.31041717529297,2.3282623291015625,5.898292541503906,-3.5700302124023438
37,amp180_freq26,180,26,Group 64-95,30,160.4957275390625,149.27232360839844,144.1890411376953,-11.223403930664062,-16.306686401367188,5.083282470703125
37,amp180_freq26,180,26,Group 32-63,28,176.45208740234375,152.10813903808594,133.3703155517578,-24.343948364257812,-43.08177185058594,18.737823486328125
37,amp180_freq26,180,26,Group 0-31,29,227.88209533691406,212.6488800048828,200.6223907470703,-15.23321533203125,-27.25970458984375,12.0264892578125
38,amp250_freq5,250,5,Group 96-127,32,115.52140045166016,102.89317321777344,109.23761749267578,-12.628227233886719,-6.283782958984375,-6.344444274902344
38,amp250_freq5,250,5,Group 64-95,30,179.73687744140625,147.8908233642578,131.26805114746094,-31.846054077148438,-48.46882629394531,16.622772216796875
38,amp250_freq5,250,5,Group 32-63,28,179.8150177001953,135.43240356445312,131.0692901611328,-44.38261413574219,-48.7457275390625,4.3631134033203125
38,amp250_freq5,250,5,Group 0-31,29,282.3363952636719,198.35342407226562,197.08636474609375,-83.98297119140625,-85.25003051757812,1.267059326171875
39,amp100_freq26,100,26,Group 96-127,32,104.75662231445312,103.82190704345703,94.5645751953125,-0.9347152709960938,-10.192047119140625,9.257331848144531
39,amp100_freq26,100,26,Group 64-95,30,123.8936767578125,151.57179260253906,123.93683624267578,27.678115844726562,0.04315948486328125,27.63495635986328
39,amp100_freq26,100,26,Group 32-63,28,138.45794677734375,147.85557556152344,129.8443145751953,9.397628784179688,-8.613632202148438,18.011260986328125
39,amp100_freq26,100,26,Group 0-31,29,198.59288024902344,204.8230743408203,187.125244140625,6.230194091796875,-11.467636108398438,17.697830200195312
40,amp180_freq26,180,26,Group 96-127,32,91.57188415527344,104.51065826416016,89.28852844238281,12.938774108886719,-2.283355712890625,15.222129821777344
40,amp180_freq26,180,26,Group 64-95,30,115.45462799072266,139.8004150390625,132.6472625732422,24.345787048339844,17.19263458251953,7.1531524658203125
40,amp180_freq26,180,26,Group 32-63,28,142.86041259765625,127.31905364990234,111.1627426147461,-15.541358947753906,-31.697669982910156,16.15631103515625
40,amp180_freq26,180,26,Group 0-31,29,167.720458984375,174.04806518554688,174.09689331054688,6.327606201171875,6.376434326171875,-0.048828125
41,amp180_freq26,180,26,Group 96-127,32,91.7926254272461,96.49427032470703,93.00959777832031,4.7016448974609375,1.2169723510742188,3.4846725463867188
41,amp180_freq26,180,26,Group 64-95,30,148.2850341796875,157.0726318359375,111.00223541259766,8.78759765625,-37.282798767089844,46.070396423339844
41,amp180_freq26,180,26,Group 32-63,28,123.6594467163086,126.63166046142578,122.42215728759766,2.9722137451171875,-1.2372894287109375,4.209503173828125
41,amp180_freq26,180,26,Group 0-31,29,182.650146484375,196.13282775878906,162.6951446533203,13.482681274414062,-19.955001831054688,33.43768310546875
42,amp180_freq26,180,26,Group 96-127,32,90.21040344238281,98.90802001953125,102.62570190429688,8.697616577148438,12.415298461914062,-3.717681884765625
42,amp180_freq26,180,26,Group 64-95,30,107.40460968017578,127.72644805908203,134.54931640625,20.32183837890625,27.14470672607422,-6.822868347167969
42,amp180_freq26,180,26,Group 32-63,28,131.1705322265625,126.24092102050781,131.2699737548828,-4.9296112060546875,0.0994415283203125,-5.029052734375
42,amp180_freq26,180,26,Group 0-31,29,171.14720153808594,190.04393005371094,182.82449340820312,18.896728515625,11.677291870117188,7.2194366455078125
43,amp100_freq5,100,5,Group 96-127,32,83.60334777832031,103.1690902709961,99.22762298583984,19.56574249267578,15.624275207519531,3.94146728515625
43,amp100_freq5,100,5,Group 64-95,30,121.64407348632812,139.68234252929688,149.04254150390625,18.03826904296875,27.398468017578125,-9.360198974609375
43,amp100_freq5,100,5,Group 32-63,28,129.52761840820312,134.802734375,139.17445373535156,5.275115966796875,9.646835327148438,-4.3717193603515625
43,amp100_freq5,100,5,Group 0-31,29,166.48973083496094,187.27865600585938,198.22850036621094,20.788925170898438,31.73876953125,-10.949844360351562
44,amp180_freq26,180,26,Group 96-127,32,101.6164779663086,137.3890838623047,97.36900329589844,35.772605895996094,-4.247474670410156,40.02008056640625
44,amp180_freq26,180,26,Group 64-95,30,145.00584411621094,167.4466094970703,185.50936889648438,22.440765380859375,40.50352478027344,-18.062759399414062
44,amp180_freq26,180,26,Group 32-63,28,124.72754669189453,150.228271484375,154.5565643310547,25.50072479248047,29.829017639160156,-4.3282928466796875
44,amp180_freq26,180,26,Group 0-31,29,203.68101501464844,208.3533935546875,216.38507080078125,4.6723785400390625,12.704055786132812,-8.03167724609375
45,amp180_freq5,180,5,Group 96-127,32,105.2242660522461,85.41866302490234,89.39923858642578,-19.80560302734375,-15.825027465820312,-3.9805755615234375
45,amp180_freq5,180,5,Group 64-95,30,224.2805938720703,123.48604583740234,129.8809356689453,-100.79454803466797,-94.399658203125,-6.394889831542969
45,amp180_freq5,180,5,Group 32-63,28,188.44261169433594,119.65404510498047,134.84669494628906,-68.78856658935547,-53.595916748046875,-15.192649841308594
45,amp180_freq5,180,5,Group 0-31,29,244.25991821289062,167.3512725830078,190.7640380859375,-76.90864562988281,-53.495880126953125,-23.412765502929688
46,amp100_freq5,100,5,Group 96-127,32,86.38465118408203,104.74739837646484,98.5444107055664,18.362747192382812,12.159759521484375,6.2029876708984375
46,amp100_freq5,100,5,Group 64-95,30,109.59027862548828,145.636474609375,124.08446502685547,36.04619598388672,14.494186401367188,21.55200958251953
46,amp100_freq5,100,5,Group 32-63,28,117.77237701416016,145.0630340576172,130.91200256347656,27.29065704345703,13.139625549316406,14.151031494140625
46,amp100_freq5,100,5,Group 0-31,29,182.33212280273438,190.5491180419922,200.28492736816406,8.216995239257812,17.952804565429688,-9.735809326171875
47,amp100_freq5,100,5,Group 96-127,32,103.48294830322266,93.54974365234375,97.3456802368164,-9.933204650878906,-6.13726806640625,-3.7959365844726562
47,amp100_freq5,100,5,Group 64-95,30,131.54200744628906,129.0408935546875,119.33363342285156,-2.5011138916015625,-12.2083740234375,9.707260131835938
47,amp100_freq5,100,5,Group 32-63,28,143.42877197265625,113.16294860839844,126.59652709960938,-30.265823364257812,-16.832244873046875,-13.433578491210938
47,amp100_freq5,100,5,Group 0-31,29,223.53759765625,161.61956787109375,168.5364227294922,-61.91802978515625,-55.00117492675781,-6.9168548583984375
48,amp100_freq5,100,5,Group 96-127,32,122.98909759521484,86.5514144897461,112.21239471435547,-36.43768310546875,-10.776702880859375,-25.660980224609375
48,amp100_freq5,100,5,Group 64-95,30,99.89122772216797,148.96560668945312,154.84613037109375,49.074378967285156,54.95490264892578,-5.880523681640625
48,amp100_freq5,100,5,Group 32-63,28,126.53338623046875,122.98328399658203,158.8385772705078,-3.5501022338867188,32.30519104003906,-35.85529327392578
