trial_number,condition,amplitude,frequency,analysis_group,n_channels_used,sustained_broadband_delta,offset_broadband_delta,driven_power_log2_delta
501,amp180_freq26,180,26,B_LEC_192-255,32,-3.8986778259277344,-5.174247741699219,2.0638991562245694
502,amp250_freq5,250,5,A_dHPC_0-31,32,46.96421813964844,31.18695068359375,-0.636555591554331
502,amp250_freq5,250,5,A_dHPC_32-63,32,-35.82447814941406,-15.568832397460938,-0.5010515330620505
502,amp250_freq5,250,5,A_dHPC_64-95,32,-24.556289672851562,-51.704559326171875,-2.7009946074122992
502,amp250_freq5,250,5,A_dHPC_96-127,31,-14.928558349609375,-49.235198974609375,-0.86260895966826
502,amp250_freq5,250,5,B_LEC_128-191,51,18.724624633789062,-0.1770782470703125,-0.47069328976897085
502,amp250_freq5,250,5,B_LEC_192-255,32,-13.659015655517578,14.28670883178711,-1.6176770487482448
503,amp100_freq26,100,26,A_dHPC_0-31,32,5.4882965087890625,-33.05780029296875,0.3929058134387405
503,amp100_freq26,100,26,A_dHPC_32-63,32,-41.89544677734375,-108.1146240234375,3.079753470966738
503,amp100_freq26,100,26,A_dHPC_64-95,32,-42.94004821777344,-10.589950561523438,-0.09247553569737318
503,amp100_freq26,100,26,A_dHPC_96-127,31,22.08020782470703,-28.28717041015625,-0.4256061278736284
503,amp100_freq26,100,26,B_LEC_128-191,51,5.252082824707031,-24.893260955810547,-1.2844334678082594
503,amp100_freq26,100,26,B_LEC_192-255,32,5.353736877441406,7.982452392578125,3.3196317886884605
504,amp250_freq50,250,50,A_dHPC_0-31,32,-0.9474334716796875,-7.2999267578125,-0.05444324230396136
504,amp250_freq50,250,50,A_dHPC_32-63,32,-36.99415588378906,-67.31622314453125,-0.13820227946051467
504,amp250_freq50,250,50,A_dHPC_64-95,32,-48.59857177734375,-75.4305419921875,-0.6806093540795157
504,amp250_freq50,250,50,A_dHPC_96-127,31,-5.6305084228515625,-24.73509979248047,0.30431808578587655
504,amp250_freq50,250,50,B_LEC_128-191,51,-4.3417816162109375,5.279266357421875,0.22668595364445793
504,amp250_freq50,250,50,B_LEC_192-255,32,7.523242950439453,12.952476501464844,1.4260444382975102
