cluster_id,KSLabel,ContamPct,Amplitude,is_ks_good
138,mua,51.6,9.5,False
139,mua,26.7,10.3,False
140,mua,127.8,10.5,False
141,mua,69.5,9.9,False
142,mua,61.0,9.9,False
143,mua,105.2,10.6,False
144,mua,57.0,9.9,False
145,mua,105.2,9.8,False
146,mua,76.1,9.9,False
147,mua,83.0,9.3,False
148,mua,106.5,9.8,False
149,mua,149.3,9.8,False
150,mua,91.9,9.8,False
151,mua,136.1,9.7,False
152,mua,136.4,9.7,False
153,mua,66.3,9.6,False
154,mua,150.7,9.6,False
155,mua,179.1,9.6,False
156,mua,271.0,9.6,False
157,good,1.4,8.9,True
158,good,8.8,14.8,True
159,mua,277.8,9.7,False
160,good,0.0,8.8,True
161,mua,114.5,13.4,False
162,mua,110.6,12.6,False
163,mua,56.0,13.5,False
164,mua,250.7,9.5,False
165,mua,25.0,9.5,False
166,mua,76.3,9.7,False
167,mua,298.7,10.0,False
168,good,2.7,15.3,True
169,good,0.0,26.4,True
170,mua,72.0,10.7,False
171,mua,58.3,10.2,False
172,mua,47.2,18.3,False
173,good,13.9,13.9,True
174,good,0.0,27.7,True
175,good,3.5,15.1,True
176,mua,73.8,9.6,False
177,good,0.1,27.8,True
178,mua,20.3,9.9,False
179,mua,370.1,11.0,False
180,mua,48.6,10.5,False
181,good,1.8,37.5,True
182,mua,21.0,15.4,False
183,good,10.2,28.3,True
184,mua,40.3,20.4,False
185,mua,80.2,10.3,False
186,mua,206.4,10.1,False
187,good,11.5,12.3,True
188,mua,150.0,10.2,False
189,mua,71.3,13.3,False
190,mua,78.6,11.3,False
191,good,3.8,22.6,True
192,mua,65.6,10.7,False
193,mua,87.2,10.8,False
