trial_number,condition,amplitude,freq,recording_start_time_s,recording_end_time_s,on_start_s,on_end_s,off_start_s,off_end_s
1854,amp100_freq10,100,10,13904.780025,13907.780025,13904.780025,13907.780025,13907.780025,13910.780025
1855,amp180_freq5,180,5,13910.780025,13913.780025,13910.780025,13913.780025,13913.780025,13916.780025
1856,amp180_freq50,180,50,13916.780025,13919.780025,13916.780025,13919.780025,13919.780025,13922.780025
1857,amp250_freq10,250,10,13922.780025,13925.780025,13922.780025,13925.780025,13925.780025,13928.780025
1858,amp180_freq10,180,10,13928.780025,13931.780025,13928.780025,13931.780025,13931.780025,13934.780025
1859,amp180_freq5,180,5,13934.780025,13937.780025,13934.780025,13937.780025,13937.780025,13940.780025
1860,amp250_freq5,250,5,13940.780025,13943.780025,13940.780025,13943.780025,13943.780025,13946.780025
1861,amp180_freq5,180,5,13946.780025,13949.780025,13946.780025,13949.780025,13949.780025,13952.780025
1862,amp180_freq5,180,5,13952.780025,13955.780025,13952.780025,13955.780025,13955.780025,13958.780025
1863,amp100_freq26,100,26,13958.780025,13961.780025,13958.780025,13961.780025,13961.780025,13964.780025
1864,amp250_freq50,250,50,13964.780025,13967.780025,13964.780025,13967.780025,13967.780025,13970.780025
1865,amp250_freq50,250,50,13970.780025,13973.780025,13970.780025,13973.780025,13973.780025,13976.780025
1866,amp180_freq5,180,5,13976.780025,13979.780025,13976.780025,13979.780025,13979.780025,13982.780025
1867,amp250_freq5,250,5,13982.780025,13985.780025,13982.780025,13985.780025,13985.780025,13988.780025
1868,amp100_freq26,100,26,13988.780025,13991.780025,13988.780025,13991.780025,13991.780025,13994.780025
1869,amp100_freq26,100,26,13994.780025,13997.780025,13994.780025,13997.780025,13997.780025,14000.780025
1870,amp250_freq26,250,26,14000.780025,14003.780025,14000.780025,14003.780025,14003.780025,14006.780025
1871,amp250_freq50,250,50,14006.780025,14009.780025,14006.780025,14009.780025,14009.780025,14012.780025
1872,amp180_freq5,180,5,14012.780025,14015.780025,14012.780025,14015.780025,14015.780025,14018.780025
1873,amp250_freq5,250,5,14018.780025,14021.780025,14018.780025,14021.780025,14021.780025,14024.780025
1874,amp100_freq50,100,50,14024.780025,14027.780025,14024.780025,14027.780025,14027.780025,14030.780025
1875,amp180_freq26,180,26,14030.780025,14033.780025,14030.780025,14033.780025,14033.780025,14036.780025
1876,amp180_freq5,180,5,14036.780025,14039.780025,14036.780025,14039.780025,14039.780025,14042.780025
1877,amp250_freq10,250,10,14042.780025,14045.780025,14042.780025,14045.780025,14045.780025,14048.780025
1878,amp180_freq50,180,50,14048.780025,14051.780025,14048.780025,14051.780025,14051.780025,14054.780025
1879,amp250_freq5,250,5,14054.780025,14057.780025,14054.780025,14057.780025,14057.780025,14060.780025
1880,amp250_freq26,250,26,14060.780025,14063.780025,14060.780025,14063.780025,14063.780025,14066.780025
1881,amp250_freq50,250,50,14066.780025,14069.780025,14066.780025,14069.780025,14069.780025,14072.780025
1882,amp250_freq10,250,10,14072.780025,14075.780025,14072.780025,14075.780025,14075.780025,14078.780025
1883,amp180_freq5,180,5,14078.780025,14081.780025,14078.780025,14081.780025,14081.780025,14084.780025
1884,amp100_freq26,100,26,14084.780025,14087.780025,14084.780025,14087.780025,14087.780025,14090.780025
1885,amp250_freq50,250,50,14090.780025,14093.780025,14090.780025,14093.780025,14093.780025,14096.780025
1886,amp180_freq26,180,26,14096.780025,14099.780025,14096.780025,14099.780025,14099.780025,14102.780025
1887,amp180_freq10,180,10,14102.780025,14105.780025,14102.780025,14105.780025,14105.780025,14108.780025
1888,amp250_freq10,250,10,14108.780025,14111.780025,14108.780025,14111.780025,14111.780025,14114.780025
1889,amp100_freq5,100,5,14114.780025,14117.780025,14114.780025,14117.780025,14117.780025,14120.780025
1890,amp180_freq26,180,26,14120.780025,14123.780025,14120.780025,14123.780025,14123.780025,14126.780025
1891,amp100_freq50,100,50,14126.780025,14129.780025,14126.780025,14129.780025,14129.780025,14132.780025
1892,amp180_freq50,180,50,14132.780025,14135.780025,14132.780025,14135.780025,14135.780025,14138.780025
1893,amp250_freq26,250,26,14138.780025,14141.780025,14138.780025,14141.780025,14141.780025,14144.780025
1894,amp100_freq50,100,50,14144.780025,14147.780025,14144.780025,14147.780025,14147.780025,14150.780025
1895,amp100_freq5,100,5,14150.780025,14153.780025,14150.780025,14153.780025,14153.780025,14156.780025
1896,amp250_freq5,250,5,14156.780025,14159.780025,14156.780025,14159.780025,14159.780025,14162.780025
1897,amp180_freq5,180,5,14162.780025,14165.780025,14162.780025,14165.780025,14165.780025,14168.780025
1898,amp100_freq10,100,10,14168.780025,14171.780025,14168.780025,14171.780025,14171.780025,14174.780025
1899,amp250_freq26,250,26,14174.780025,14177.780025,14174.780025,14177.780025,14177.780025,14180.780025
1900,amp250_freq10,250,10,14180.780025,14183.780025,14180.780025,14183.780025,14183.780025,14186.780025
1901,amp100_freq5,100,5,14186.780025,14189.780025,14186.780025,14189.780025,14189.780025,14192.780025
1902,amp250_freq10,250,10,14192.780025,14195.780025,14192.780025,14195.780025,14195.780025,14198.780025
1903,amp180_freq5,180,5,14198.780025,14201.780025,14198.780025,14201.780025,14201.780025,14204.780025
1904,amp250_freq50,250,50,14204.780025,14207.780025,14204.780025,14207.780025,14207.780025,14210.780025
1905,amp100_freq5,100,5,14210.780025,14213.780025,14210.780025,14213.780025,14213.780025,14216.780025
1906,amp100_freq26,100,26,14216.780025,14219.780025,14216.780025,14219.780025,14219.780025,14222.780025
1907,amp180_freq5,180,5,14222.780025,14225.780025,14222.780025,14225.780025,14225.780025,14228.780025
1908,amp180_freq5,180,5,14228.780025,14231.780025,14228.780025,14231.780025,14231.780025,14234.780025
1909,amp100_freq26,100,26,14234.780025,14237.780025,14234.780025,14237.780025,14237.780025,14240.780025
1910,amp250_freq50,250,50,14240.780025,14243.780025,14240.780025,14243.780025,14243.780025,14246.780025
1911,amp180_freq26,180,26,14246.780025,14249.780025,14246.780025,14249.780025,14249.780025,14252.780025
1912,amp180_freq10,180,10,14252.780025,14255.780025,14252.780025,14255.780025,14255.780025,14258.780025
1913,amp250_freq10,250,10,14258.780025,14261.780025,14258.780025,14261.780025,14261.780025,14264.780025
1914,amp100_freq50,100,50,14264.780025,14267.780025,14264.780025,14267.780025,14267.780025,14270.780025
1915,amp250_freq10,250,10,14270.780025,14273.780025,14270.780025,14273.780025,14273.780025,14276.780025
1916,amp180_freq50,180,50,14276.780025,14279.780025,14276.780025,14279.780025,14279.780025,14282.780025
1917,amp250_freq26,250,26,14282.780025,14285.780025,14282.780025,14285.780025,14285.780025,14288.780025
1918,amp250_freq26,250,26,14288.780025,14291.780025,14288.780025,14291.780025,14291.780025,14294.780025
1919,amp250_freq50,250,50,14294.780025,14297.780025,14294.780025,14297.780025,14297.780025,14300.780025
1920,amp100_freq50,100,50,14300.780025,14303.780025,14300.780025,14303.780025,14303.780025,14306.780025
1921,amp100_freq5,100,5,14306.780025,14309.780025,14306.780025,14309.780025,14309.780025,14312.780025
1922,amp180_freq10,180,10,14312.780025,14315.780025,14312.780025,14315.780025,14315.780025,14318.780025
1923,amp180_freq10,180,10,14318.780025,14321.780025,14318.780025,14321.780025,14321.780025,14324.780025
1924,amp250_freq5,250,5,14324.780025,14327.780025,14324.780025,14327.780025,14327.780025,14330.780025
1925,amp180_freq5,180,5,14330.780025,14333.780025,14330.780025,14333.780025,14333.780025,14336.780025
1926,amp250_freq50,250,50,14336.780025,14339.780025,14336.780025,14339.780025,14339.780025,14342.780025
1927,amp180_freq5,180,5,14342.780025,14345.780025,14342.780025,14345.780025,14345.780025,14348.780025
1928,amp250_freq50,250,50,14348.780025,14351.780025,14348.780025,14351.780025,14351.780025,14354.780025
1929,amp100_freq26,100,26,14354.780025,14357.780025,14354.780025,14357.780025,14357.780025,14360.780025
1930,amp250_freq26,250,26,14360.780025,14363.780025,14360.780025,14363.780025,14363.780025,14366.780025
1931,amp180_freq50,180,50,14366.780025,14369.780025,14366.780025,14369.780025,14369.780025,14372.780025
1932,amp250_freq26,250,26,14372.780025,14375.780025,14372.780025,14375.780025,14375.780025,14378.780025
1933,amp180_freq10,180,10,14378.780025,14381.780025,14378.780025,14381.780025,14381.780025,14384.780025
1934,amp100_freq50,100,50,14384.780025,14387.780025,14384.780025,14387.780025,14387.780025,14390.780025
1935,amp180_freq50,180,50,14390.780025,14393.780025,14390.780025,14393.780025,14393.780025,14396.780025
1936,amp180_freq50,180,50,14396.780025,14399.780025,14396.780025,14399.780025,14399.780025,14402.780025
1937,amp100_freq5,100,5,14402.780025,14405.780025,14402.780025,14405.780025,14405.780025,14408.780025
1938,amp180_freq50,180,50,14408.780025,14411.780025,14408.780025,14411.780025,14411.780025,14414.780025
1939,amp250_freq50,250,50,14414.780025,14417.780025,14414.780025,14417.780025,14417.780025,14420.780025
1940,amp100_freq10,100,10,14420.780025,14423.780025,14420.780025,14423.780025,14423.780025,14426.780025
1941,amp100_freq50,100,50,14426.780025,14429.780025,14426.780025,14429.780025,14429.780025,14432.780025
1942,amp250_freq10,250,10,14432.780025,14435.780025,14432.780025,14435.780025,14435.780025,14438.780025
1943,amp100_freq10,100,10,14438.780025,14441.780025,14438.780025,14441.780025,14441.780025,14444.780025
1944,amp100_freq5,100,5,14444.780025,14447.780025,14444.780025,14447.780025,14447.780025,14450.780025
1945,amp100_freq5,100,5,14450.780025,14453.780025,14450.780025,14453.780025,14453.780025,14456.780025
1946,amp180_freq10,180,10,14456.780025,14459.780025,14456.780025,14459.780025,14459.780025,14462.780025
1947,amp100_freq26,100,26,14462.780025,14465.780025,14462.780025,14465.780025,14465.780025,14468.780025
1948,amp250_freq26,250,26,14468.780025,14471.780025,14468.780025,14471.780025,14471.780025,14474.780025
1949,amp180_freq26,180,26,14474.780025,14477.780025,14474.780025,14477.780025,14477.780025,14480.780025
1950,amp100_freq50,100,50,14480.780025,14483.780025,14480.780025,14483.780025,14483.780025,14486.780025
1951,amp250_freq50,250,50,14486.780025,14489.780025,14486.780025,14489.780025,14489.780025,14492.780025
1952,amp250_freq5,250,5,14492.780025,14495.780025,14492.780025,14495.780025,14495.780025,14498.780025
1953,amp100_freq10,100,10,14498.780025,14501.780025,14498.780025,14501.780025,14501.780025,14504.780025
1954,amp100_freq50,100,50,14504.780025,14507.780025,14504.780025,14507.780025,14507.780025,14510.780025
1955,amp250_freq50,250,50,14510.780025,14513.780025,14510.780025,14513.780025,14513.780025,14516.780025
1956,amp250_freq5,250,5,14516.780025,14519.780025,14516.780025,14519.780025,14519.780025,14522.780025
1957,amp180_freq26,180,26,14522.780025,14525.780025,14522.780025,14525.780025,14525.780025,14528.780025
1958,amp250_freq26,250,26,14528.780025,14531.780025,14528.780025,14531.780025,14531.780025,14534.780025
1959,amp180_freq5,180,5,14534.780025,14537.780025,14534.780025,14537.780025,14537.780025,14540.780025
1960,amp250_freq50,250,50,14540.780025,14543.780025,14540.780025,14543.780025,14543.780025,14546.780025
1961,amp180_freq10,180,10,14546.780025,14549.780025,14546.780025,14549.780025,14549.780025,14552.780025
1962,amp180_freq10,180,10,14552.780025,14555.780025,14552.780025,14555.780025,14555.780025,14558.780025
1963,amp100_freq5,100,5,14558.780025,14561.780025,14558.780025,14561.780025,14561.780025,14564.780025
1964,amp100_freq5,100,5,14564.780025,14567.780025,14564.780025,14567.780025,14567.780025,14570.780025
1965,amp250_freq26,250,26,14570.780025,14573.780025,14570.780025,14573.780025,14573.780025,14576.780025
1966,amp100_freq50,100,50,14576.780025,14579.780025,14576.780025,14579.780025,14579.780025,14582.780025
1967,amp250_freq10,250,10,14582.780025,14585.780025,14582.780025,14585.780025,14585.780025,14588.780025
1968,amp250_freq5,250,5,14588.780025,14591.780025,14588.780025,14591.780025,14591.780025,14594.780025
1969,amp180_freq10,180,10,14594.780025,14597.780025,14594.780025,14597.780025,14597.780025,14600.780025
1970,amp250_freq5,250,5,14600.780025,14603.780025,14600.780025,14603.780025,14603.780025,14606.780025
1971,amp180_freq50,180,50,14606.780025,14609.780025,14606.780025,14609.780025,14609.780025,14612.780025
1972,amp180_freq50,180,50,14612.780025,14615.780025,14612.780025,14615.780025,14615.780025,14618.780025
1973,amp180_freq10,180,10,14618.780025,14621.780025,14618.780025,14621.780025,14621.780025,14624.780025
1974,amp250_freq10,250,10,14624.780025,14627.780025,14624.780025,14627.780025,14627.780025,14630.780025
1975,amp100_freq26,100,26,14630.780025,14633.780025,14630.780025,14633.780025,14633.780025,14636.780025
1976,amp250_freq10,250,10,14636.780025,14639.780025,14636.780025,14639.780025,14639.780025,14642.780025
1977,amp100_freq5,100,5,14642.780025,14645.780025,14642.780025,14645.780025,14645.780025,14648.780025
1978,amp180_freq26,180,26,14648.780025,14651.780025,14648.780025,14651.780025,14651.780025,14654.780025
1979,amp100_freq10,100,10,14654.780025,14657.780025,14654.780025,14657.780025,14657.780025,14660.780025
1980,amp180_freq26,180,26,14660.780025,14663.780025,14660.780025,14663.780025,14663.780025,14666.780025
1981,amp180_freq10,180,10,14666.780025,14669.780025,14666.780025,14669.780025,14669.780025,14672.780025
1982,amp180_freq50,180,50,14672.780025,14675.780025,14672.780025,14675.780025,14675.780025,14678.780025
1983,amp100_freq5,100,5,14678.780025,14681.780025,14678.780025,14681.780025,14681.780025,14684.780025
1984,amp100_freq50,100,50,14684.780025,14687.780025,14684.780025,14687.780025,14687.780025,14690.780025
1985,amp250_freq50,250,50,14690.780025,14693.780025,14690.780025,14693.780025,14693.780025,14696.780025
1986,amp100_freq50,100,50,14696.780025,14699.780025,14696.780025,14699.780025,14699.780025,14702.780025
1987,amp250_freq26,250,26,14702.780025,14705.780025,14702.780025,14705.780025,14705.780025,14708.780025
1988,amp250_freq26,250,26,14708.780025,14711.780025,14708.780025,14711.780025,14711.780025,14714.780025
1989,amp180_freq50,180,50,14714.780025,14717.780025,14714.780025,14717.780025,14717.780025,14720.780025
1990,amp180_freq5,180,5,14720.780025,14723.780025,14720.780025,14723.780025,14723.780025,14726.780025
1991,amp180_freq5,180,5,14726.780025,14729.780025,14726.780025,14729.780025,14729.780025,14732.780025
1992,amp180_freq10,180,10,14732.780025,14735.780025,14732.780025,14735.780025,14735.780025,14738.780025
1993,amp180_freq50,180,50,14738.780025,14741.780025,14738.780025,14741.780025,14741.780025,14744.780025
1994,amp100_freq10,100,10,14744.780025,14747.780025,14744.780025,14747.780025,14747.780025,14750.780025
1995,amp250_freq5,250,5,14750.780025,14753.780025,14750.780025,14753.780025,14753.780025,14756.780025
1996,amp100_freq10,100,10,14756.780025,14759.780025,14756.780025,14759.780025,14759.780025,14762.780025
1997,amp100_freq5,100,5,14762.780025,14765.780025,14762.780025,14765.780025,14765.780025,14768.780025
1998,amp100_freq50,100,50,14768.780025,14771.780025,14768.780025,14771.780025,14771.780025,14774.780025
1999,amp100_freq10,100,10,14774.780025,14777.780025,14774.780025,14777.780025,14777.780025,14780.780025
2000,amp100_freq26,100,26,14780.780025,14783.780025,14780.780025,14783.780025,14783.780025,14786.780025
2001,amp180_freq26,180,26,14786.780025,14789.780025,14786.780025,14789.780025,14789.780025,14792.780025
2002,amp180_freq5,180,5,14792.780025,14795.780025,14792.780025,14795.780025,14795.780025,14798.780025
2003,amp180_freq50,180,50,14798.780025,14801.780025,14798.780025,14801.780025,14801.780025,14804.780025
2004,amp100_freq50,100,50,14804.780025,14807.780025,14804.780025,14807.780025,14807.780025,14810.780025
2005,amp180_freq10,180,10,14810.780025,14813.780025,14810.780025,14813.780025,14813.780025,14816.780025
2006,amp180_freq5,180,5,14816.780025,14819.780025,14816.780025,14819.780025,14819.780025,14822.780025
2007,amp100_freq26,100,26,14822.780025,14825.780025,14822.780025,14825.780025,14825.780025,14828.780025
2008,amp100_freq5,100,5,14828.780025,14831.780025,14828.780025,14831.780025,14831.780025,14834.780025
2009,amp250_freq5,250,5,14834.780025,14837.780025,14834.780025,14837.780025,14837.780025,14840.780025
2010,amp100_freq26,100,26,14840.780025,14843.780025,14840.780025,14843.780025,14843.780025,14846.780025
2011,amp180_freq10,180,10,14846.780025,14849.780025,14846.780025,14849.780025,14849.780025,14852.780025
2012,amp250_freq5,250,5,14852.780025,14855.780025,14852.780025,14855.780025,14855.780025,14858.780025
2013,amp250_freq5,250,5,14858.780025,14861.780025,14858.780025,14861.780025,14861.780025,14864.780025
2014,amp180_freq5,180,5,14864.780025,14867.780025,14864.780025,14867.780025,14867.780025,14870.780025
2015,amp180_freq10,180,10,14870.780025,14873.780025,14870.780025,14873.780025,14873.780025,14876.780025
2016,amp180_freq50,180,50,14876.780025,14879.780025,14876.780025,14879.780025,14879.780025,14882.780025
2017,amp250_freq26,250,26,14882.780025,14885.780025,14882.780025,14885.780025,14885.780025,14888.780025
2018,amp250_freq26,250,26,14888.780025,14891.780025,14888.780025,14891.780025,14891.780025,14894.780025
2019,amp250_freq5,250,5,14894.780025,14897.780025,14894.780025,14897.780025,14897.780025,14900.780025
2020,amp250_freq26,250,26,14900.780025,14903.780025,14900.780025,14903.780025,14903.780025,14906.780025
2021,amp180_freq26,180,26,14906.780025,14909.780025,14906.780025,14909.780025,14909.780025,14912.780025
2022,amp100_freq10,100,10,14912.780025,14915.780025,14912.780025,14915.780025,14915.780025,14918.780025
2023,amp100_freq5,100,5,14918.780025,14921.780025,14918.780025,14921.780025,14921.780025,14924.780025
2024,amp180_freq50,180,50,14924.780025,14927.780025,14924.780025,14927.780025,14927.780025,14930.780025
2025,amp250_freq10,250,10,14930.780025,14933.780025,14930.780025,14933.780025,14933.780025,14936.780025
2026,amp100_freq50,100,50,14936.780025,14939.780025,14936.780025,14939.780025,14939.780025,14942.780025
2027,amp180_freq26,180,26,14942.780025,14945.780025,14942.780025,14945.780025,14945.780025,14948.780025
2028,amp100_freq10,100,10,14948.780025,14951.780025,14948.780025,14951.780025,14951.780025,14954.780025
2029,amp180_freq50,180,50,14954.780025,14957.780025,14954.780025,14957.780025,14957.780025,14960.780025
2030,amp100_freq50,100,50,14960.780025,14963.780025,14960.780025,14963.780025,14963.780025,14966.780025
2031,amp250_freq50,250,50,14966.780025,14969.780025,14966.780025,14969.780025,14969.780025,14972.780025
2032,amp180_freq10,180,10,14972.780025,14975.780025,14972.780025,14975.780025,14975.780025,14978.780025
2033,amp180_freq5,180,5,14978.780025,14981.780025,14978.780025,14981.780025,14981.780025,14984.780025
2034,amp100_freq10,100,10,14984.780025,14987.780025,14984.780025,14987.780025,14987.780025,14990.780025
2035,amp100_freq26,100,26,14990.780025,14993.780025,14990.780025,14993.780025,14993.780025,14996.780025
2036,amp100_freq5,100,5,14996.780025,14999.780025,14996.780025,14999.780025,14999.780025,15002.780025
2037,amp100_freq50,100,50,15002.780025,15005.780025,15002.780025,15005.780025,15005.780025,15008.780025
2038,amp100_freq50,100,50,15008.780025,15011.780025,15008.780025,15011.780025,15011.780025,15014.780025
2039,amp250_freq50,250,50,15014.780025,15017.780025,15014.780025,15017.780025,15017.780025,15020.780025
2040,amp180_freq10,180,10,15020.780025,15023.780025,15020.780025,15023.780025,15023.780025,15026.780025
2041,amp180_freq5,180,5,15026.780025,15029.780025,15026.780025,15029.780025,15029.780025,15032.780025
2042,amp100_freq50,100,50,15032.780025,15035.780025,15032.780025,15035.780025,15035.780025,15038.780025
2043,amp100_freq10,100,10,15038.780025,15041.780025,15038.780025,15041.780025,15041.780025,15044.780025
2044,amp250_freq5,250,5,15044.780025,15047.780025,15044.780025,15047.780025,15047.780025,15050.780025
2045,amp100_freq10,100,10,15050.780025,15053.780025,15050.780025,15053.780025,15053.780025,15056.780025
2046,amp250_freq10,250,10,15056.780025,15059.780025,15056.780025,15059.780025,15059.780025,15062.780025
2047,amp100_freq26,100,26,15062.780025,15065.780025,15062.780025,15065.780025,15065.780025,15068.780025
2048,amp100_freq26,100,26,15068.780025,15071.780025,15068.780025,15071.780025,15071.780025,15074.780025
2049,amp180_freq50,180,50,15074.780025,15077.780025,15074.780025,15077.780025,15077.780025,15080.780025
2050,amp250_freq26,250,26,15080.780025,15083.780025,15080.780025,15083.780025,15083.780025,15086.780025
2051,amp180_freq50,180,50,15086.780025,15089.780025,15086.780025,15089.780025,15089.780025,15092.780025
2052,amp180_freq10,180,10,15092.780025,15095.780025,15092.780025,15095.780025,15095.780025,15098.780025
2053,amp100_freq5,100,5,15098.780025,15101.780025,15098.780025,15101.780025,15101.780025,15104.780025
2054,amp250_freq26,250,26,15104.780025,15107.780025,15104.780025,15107.780025,15107.780025,15110.780025
2055,amp100_freq10,100,10,15110.780025,15113.780025,15110.780025,15113.780025,15113.780025,15116.780025
2056,amp180_freq10,180,10,15116.780025,15119.780025,15116.780025,15119.780025,15119.780025,15122.780025
2057,amp100_freq10,100,10,15122.780025,15125.780025,15122.780025,15125.780025,15125.780025,15128.780025
2058,amp100_freq26,100,26,15128.780025,15131.780025,15128.780025,15131.780025,15131.780025,15134.780025
2059,amp100_freq50,100,50,15134.780025,15137.780025,15134.780025,15137.780025,15137.780025,15140.780025
2060,amp250_freq5,250,5,15140.780025,15143.780025,15140.780025,15143.780025,15143.780025,15146.780025
2061,amp100_freq26,100,26,15146.780025,15149.780025,15146.780025,15149.780025,15149.780025,15152.780025
2062,amp100_freq5,100,5,15152.780025,15155.780025,15152.780025,15155.780025,15155.780025,15158.780025
2063,amp100_freq10,100,10,15158.780025,15161.780025,15158.780025,15161.780025,15161.780025,15164.780025
2064,amp180_freq10,180,10,15164.780025,15167.780025,15164.780025,15167.780025,15167.780025,15170.780025
2065,amp180_freq5,180,5,15170.780025,15173.780025,15170.780025,15173.780025,15173.780025,15176.780025
2066,amp100_freq26,100,26,15176.780025,15179.780025,15176.780025,15179.780025,15179.780025,15182.780025
2067,amp180_freq26,180,26,15182.780025,15185.780025,15182.780025,15185.780025,15185.780025,15188.780025
2068,amp100_freq50,100,50,15188.780025,15191.780025,15188.780025,15191.780025,15191.780025,15194.780025
2069,amp180_freq5,180,5,15194.780025,15197.780025,15194.780025,15197.780025,15197.780025,15200.780025
2070,amp180_freq26,180,26,15200.780025,15203.780025,15200.780025,15203.780025,15203.780025,15206.780025
2071,amp250_freq50,250,50,15206.780025,15209.780025,15206.780025,15209.780025,15209.780025,15212.780025
2072,amp180_freq50,180,50,15212.780025,15215.780025,15212.780025,15215.780025,15215.780025,15218.780025
2073,amp180_freq5,180,5,15218.780025,15221.780025,15218.780025,15221.780025,15221.780025,15224.780025
2074,amp100_freq5,100,5,15224.780025,15227.780025,15224.780025,15227.780025,15227.780025,15230.780025
2075,amp250_freq10,250,10,15230.780025,15233.780025,15230.780025,15233.780025,15233.780025,15236.780025
2076,amp250_freq26,250,26,15236.780025,15239.780025,15236.780025,15239.780025,15239.780025,15242.780025
2077,amp100_freq26,100,26,15242.780025,15245.780025,15242.780025,15245.780025,15245.780025,15248.780025
2078,amp180_freq5,180,5,15248.780025,15251.780025,15248.780025,15251.780025,15251.780025,15254.780025
2079,amp180_freq5,180,5,15254.780025,15257.780025,15254.780025,15257.780025,15257.780025,15260.780025
2080,amp250_freq26,250,26,15260.780025,15263.780025,15260.780025,15263.780025,15263.780025,15266.780025
2081,amp100_freq50,100,50,15266.780025,15269.780025,15266.780025,15269.780025,15269.780025,15272.780025
2082,amp180_freq5,180,5,15272.780025,15275.780025,15272.780025,15275.780025,15275.780025,15278.780025
2083,amp100_freq10,100,10,15278.780025,15281.780025,15278.780025,15281.780025,15281.780025,15284.780025
2084,amp180_freq50,180,50,15284.780025,15287.780025,15284.780025,15287.780025,15287.780025,15290.780025
2085,amp100_freq5,100,5,15290.780025,15293.780025,15290.780025,15293.780025,15293.780025,15296.780025
2086,amp100_freq26,100,26,15296.780025,15299.780025,15296.780025,15299.780025,15299.780025,15302.780025
2087,amp100_freq5,100,5,15302.780025,15305.780025,15302.780025,15305.780025,15305.780025,15308.780025
2088,amp250_freq50,250,50,15308.780025,15311.780025,15308.780025,15311.780025,15311.780025,15314.780025
2089,amp250_freq26,250,26,15314.780025,15317.780025,15314.780025,15317.780025,15317.780025,15320.780025
2090,amp100_freq5,100,5,15320.780025,15323.780025,15320.780025,15323.780025,15323.780025,15326.780025
2091,amp100_freq10,100,10,15326.780025,15329.780025,15326.780025,15329.780025,15329.780025,15332.780025
2092,amp100_freq50,100,50,15332.780025,15335.780025,15332.780025,15335.780025,15335.780025,15338.780025
2093,amp100_freq10,100,10,15338.780025,15341.780025,15338.780025,15341.780025,15341.780025,15344.780025
2094,amp100_freq10,100,10,15344.780025,15347.780025,15344.780025,15347.780025,15347.780025,15350.780025
2095,amp180_freq10,180,10,15350.780025,15353.780025,15350.780025,15353.780025,15353.780025,15356.780025
2096,amp250_freq26,250,26,15356.780025,15359.780025,15356.780025,15359.780025,15359.780025,15362.780025
2097,amp250_freq50,250,50,15362.780025,15365.780025,15362.780025,15365.780025,15365.780025,15368.780025
2098,amp250_freq50,250,50,15368.780025,15371.780025,15368.780025,15371.780025,15371.780025,15374.780025
2099,amp250_freq50,250,50,15374.780025,15377.780025,15374.780025,15377.780025,15377.780025,15380.780025
2100,amp100_freq26,100,26,15380.780025,15383.780025,15380.780025,15383.780025,15383.780025,15386.780025
2101,amp250_freq26,250,26,15386.780025,15389.780025,15386.780025,15389.780025,15389.780025,15392.780025
2102,amp250_freq26,250,26,15392.780025,15395.780025,15392.780025,15395.780025,15395.780025,15398.780025
2103,amp180_freq5,180,5,15398.780025,15401.780025,15398.780025,15401.780025,15401.780025,15404.780025
2104,amp180_freq50,180,50,15404.780025,15407.780025,15404.780025,15407.780025,15407.780025,15410.780025
2105,amp100_freq50,100,50,15410.780025,15413.780025,15410.780025,15413.780025,15413.780025,15416.780025
2106,amp100_freq50,100,50,15416.780025,15419.780025,15416.780025,15419.780025,15419.780025,15422.780025
2107,amp100_freq10,100,10,15422.780025,15425.780025,15422.780025,15425.780025,15425.780025,15428.780025
2108,amp180_freq50,180,50,15428.780025,15431.780025,15428.780025,15431.780025,15431.780025,15434.780025
2109,amp100_freq26,100,26,15434.780025,15437.780025,15434.780025,15437.780025,15437.780025,15440.780025
2110,amp100_freq26,100,26,15440.780025,15443.780025,15440.780025,15443.780025,15443.780025,15446.780025
2111,amp100_freq5,100,5,15446.780025,15449.780025,15446.780025,15449.780025,15449.780025,15452.780025
2112,amp180_freq5,180,5,15452.780025,15455.780025,15452.780025,15455.780025,15455.780025,15458.780025
2113,amp100_freq50,100,50,15458.780025,15461.780025,15458.780025,15461.780025,15461.780025,15464.780025
2114,amp100_freq10,100,10,15464.780025,15467.780025,15464.780025,15467.780025,15467.780025,15470.780025
2115,amp180_freq50,180,50,15470.780025,15473.780025,15470.780025,15473.780025,15473.780025,15476.780025
2116,amp180_freq5,180,5,15476.780025,15479.780025,15476.780025,15479.780025,15479.780025,15482.780025
2117,amp250_freq5,250,5,15482.780025,15485.780025,15482.780025,15485.780025,15485.780025,15488.780025
2118,amp250_freq5,250,5,15488.780025,15491.780025,15488.780025,15491.780025,15491.780025,15494.780025
2119,amp180_freq26,180,26,15494.780025,15497.780025,15494.780025,15497.780025,15497.780025,15500.780025
2120,amp180_freq26,180,26,15500.780025,15503.780025,15500.780025,15503.780025,15503.780025,15506.780025
2121,amp100_freq50,100,50,15506.780025,15509.780025,15506.780025,15509.780025,15509.780025,15512.780025
2122,amp250_freq10,250,10,15512.780025,15515.780025,15512.780025,15515.780025,15515.780025,15518.780025
2123,amp100_freq50,100,50,15518.780025,15521.780025,15518.780025,15521.780025,15521.780025,15524.780025
2124,amp100_freq10,100,10,15524.780025,15527.780025,15524.780025,15527.780025,15527.780025,15530.780025
2125,amp100_freq50,100,50,15530.780025,15533.780025,15530.780025,15533.780025,15533.780025,15536.780025
2126,amp180_freq26,180,26,15536.780025,15539.780025,15536.780025,15539.780025,15539.780025,15542.780025
