trial_number,condition,amplitude,frequency,analysis_group,n_channels_used,onset_delta,sustained_delta,offset_delta,recovery_delta,transition_index
13,amp100_freq5,100,5,Group 0-31,29,7.876007080078125,-9.180313110351562,41.69117736816406,-6.486480712890625,50.871490478515625
14,amp100_freq26,100,26,Group 96-127,32,76.05508422851562,3.621490478515625,-10.296295166015625,9.295547485351562,-13.91778564453125
14,amp100_freq26,100,26,Group 64-95,30,85.19639587402344,11.942855834960938,-49.373252868652344,10.642227172851562,-61.31610870361328
14,amp100_freq26,100,26,Group 32-63,28,19.49541473388672,8.61834716796875,-15.854568481445312,1.8906097412109375,-24.472915649414062
14,amp100_freq26,100,26,Group 0-31,29,-14.773666381835938,-41.39654541015625,-42.13861083984375,-19.31256103515625,-0.7420654296875
15,amp100_freq26,100,26,Group 96-127,32,-17.571449279785156,4.407829284667969,-9.928634643554688,5.670661926269531,-14.336463928222656
15,amp100_freq26,100,26,Group 64-95,30,84.51419067382812,-3.3505859375,-45.467933654785156,7.640960693359375,-42.117347717285156
15,amp100_freq26,100,26,Group 32-63,28,25.887130737304688,-39.837318420410156,-77.35692596435547,-54.79298400878906,-37.51960754394531
15,amp100_freq26,100,26,Group 0-31,29,34.36729431152344,-4.2032623291015625,-62.779327392578125,-33.97703552246094,-58.57606506347656
16,amp180_freq26,180,26,Group 96-127,32,6.5933990478515625,-2.495330810546875,-18.98522186279297,-13.854934692382812,-16.489891052246094
16,amp180_freq26,180,26,Group 64-95,30,-12.8201904296875,-22.409683227539062,-52.806434631347656,-30.532913208007812,-30.396751403808594
16,amp180_freq26,180,26,Group 32-63,28,38.24006652832031,10.108428955078125,-13.130355834960938,-19.641006469726562,-23.238784790039062
16,amp180_freq26,180,26,Group 0-31,29,49.57307434082031,-6.85986328125,-45.92582702636719,-37.78330993652344,-39.06596374511719
17,amp180_freq5,180,5,Group 96-127,32,-38.977027893066406,-33.614593505859375,-19.898902893066406,-22.43939208984375,13.715690612792969
17,amp180_freq5,180,5,Group 64-95,30,49.09442901611328,36.47795867919922,-16.552505493164062,40.89502716064453,-53.03046417236328
17,amp180_freq5,180,5,Group 32-63,28,59.40411376953125,-24.381301879882812,-43.87890625,-39.70899200439453,-19.497604370117188
17,amp180_freq5,180,5,Group 0-31,29,68.26316833496094,-0.5254058837890625,-58.84968566894531,-34.46849060058594,-58.32427978515625
18,amp100_freq5,100,5,Group 96-127,32,27.724388122558594,-6.276031494140625,-30.812732696533203,-2.9066619873046875,-24.536701202392578
18,amp100_freq5,100,5,Group 64-95,30,109.5997543334961,17.20661163330078,-9.152397155761719,17.808128356933594,-26.3590087890625
18,amp100_freq5,100,5,Group 32-63,28,20.2764892578125,22.954010009765625,4.475776672363281,4.909660339355469,-18.478233337402344
18,amp100_freq5,100,5,Group 0-31,29,62.32865905761719,39.39093017578125,64.86618041992188,29.917495727539062,25.475250244140625
19,amp250_freq26,250,26,Group 96-127,32,14.56634521484375,-30.633499145507812,18.843658447265625,-45.71861267089844,49.47715759277344
19,amp250_freq26,250,26,Group 64-95,30,14.109664916992188,-17.236305236816406,95.28530883789062,-20.900360107421875,112.52161407470703
19,amp250_freq26,250,26,Group 32-63,28,-21.330284118652344,-10.375755310058594,188.263427734375,-36.466766357421875,198.6391830444336
19,amp250_freq26,250,26,Group 0-31,29,-5.055755615234375,-12.35662841796875,76.509521484375,-28.933609008789062,88.86614990234375
20,amp180_freq26,180,26,Group 96-127,32,-9.674636840820312,-13.036277770996094,-13.777580261230469,2.2377090454101562,-0.741302490234375
20,amp180_freq26,180,26,Group 64-95,30,12.431556701660156,3.8902206420898438,-16.26630401611328,19.034751892089844,-20.156524658203125
20,amp180_freq26,180,26,Group 32-63,28,77.49600982666016,4.09454345703125,103.44402313232422,35.501747131347656,99.34947967529297
20,amp180_freq26,180,26,Group 0-31,29,21.9908447265625,2.6923675537109375,-0.257415771484375,9.283172607421875,-2.9497833251953125
21,amp100_freq5,100,5,Group 96-127,32,58.43146514892578,7.290855407714844,-15.366775512695312,1.669219970703125,-22.657630920410156
21,amp100_freq5,100,5,Group 64-95,30,165.56472778320312,35.636138916015625,7.42987060546875,46.24127960205078,-28.206268310546875
21,amp100_freq5,100,5,Group 32-63,28,32.703125,18.21478271484375,52.57887268066406,31.481231689453125,34.36408996582031
21,amp100_freq5,100,5,Group 0-31,29,91.24423217773438,10.170196533203125,25.460067749023438,45.07810974121094,15.289871215820312
22,amp250_freq5,250,5,Group 96-127,32,7.525352478027344,7.064613342285156,-1.3735275268554688,7.533042907714844,-8.438140869140625
22,amp250_freq5,250,5,Group 64-95,30,71.5269546508789,18.793617248535156,98.7868423461914,15.015800476074219,79.99322509765625
22,amp250_freq5,250,5,Group 32-63,28,55.081504821777344,7.048187255859375,7.445289611816406,9.559814453125,0.39710235595703125
22,amp250_freq5,250,5,Group 0-31,29,6.6235809326171875,20.550003051757812,5.196136474609375,4.1380767822265625,-15.353866577148438
23,amp180_freq5,180,5,Group 96-127,32,-20.85101318359375,-10.94805908203125,-13.269889831542969,-9.210945129394531,-2.3218307495117188
23,amp180_freq5,180,5,Group 64-95,30,29.18120574951172,9.357856750488281,-28.53125762939453,-12.131294250488281,-37.88911437988281
23,amp180_freq5,180,5,Group 32-63,28,-44.98747253417969,-20.613876342773438,-19.29412841796875,-37.061363220214844,1.3197479248046875
23,amp180_freq5,180,5,Group 0-31,29,-45.062347412109375,-20.251800537109375,-31.83172607421875,-49.668548583984375,-11.579925537109375
24,amp100_freq5,100,5,Group 96-127,32,-12.49578857421875,-4.064117431640625,-24.202537536621094,-2.5546493530273438,-20.13842010498047
24,amp100_freq5,100,5,Group 64-95,30,31.850921630859375,-1.3215103149414062,15.143325805664062,3.6318893432617188,16.46483612060547
24,amp100_freq5,100,5,Group 32-63,28,-15.029716491699219,11.391860961914062,8.523422241210938,12.800621032714844,-2.868438720703125
24,amp100_freq5,100,5,Group 0-31,29,-6.458770751953125,27.319122314453125,77.66191101074219,39.65472412109375,50.34278869628906
25,amp250_freq26,250,26,Group 96-127,32,21.29864501953125,9.32080078125,8.119087219238281,27.679237365722656,-1.2017135620117188
25,amp250_freq26,250,26,Group 64-95,30,31.032440185546875,24.576934814453125,-5.971710205078125,3.0152053833007812,-30.54864501953125
25,amp250_freq26,250,26,Group 32-63,28,18.70513153076172,28.40795135498047,21.48162078857422,23.882408142089844,-6.92633056640625
25,amp250_freq26,250,26,Group 0-31,29,125.48408508300781,62.806884765625,-8.915786743164062,34.34613037109375,-71.72267150878906
26,amp100_freq5,100,5,Group 96-127,32,25.497093200683594,11.03955078125,24.59447479248047,3.4830398559570312,13.554924011230469
26,amp100_freq5,100,5,Group 64-95,30,41.523582458496094,27.547325134277344,13.698577880859375,13.856246948242188,-13.848747253417969
26,amp100_freq5,100,5,Group 32-63,28,31.993995666503906,40.217308044433594,-8.63232421875,27.218101501464844,-48.849632263183594
26,amp100_freq5,100,5,Group 0-31,29,88.18862915039062,37.799407958984375,17.696884155273438,34.87342834472656,-20.102523803710938
27,amp100_freq5,100,5,Group 96-127,32,15.295692443847656,-9.097114562988281,26.83495330810547,-21.9334716796875,35.93206787109375
27,amp100_freq5,100,5,Group 64-95,30,67.54399108886719,-11.837509155273438,25.800399780273438,-23.26343536376953,37.637908935546875
27,amp100_freq5,100,5,Group 32-63,28,103.16170501708984,24.08635711669922,79.5202865600586,-4.8430633544921875,55.433929443359375
27,amp100_freq5,100,5,Group 0-31,29,-11.482681274414062,9.235549926757812,2.532073974609375,-7.3372802734375,-6.7034759521484375
28,amp180_freq26,180,26,Group 96-127,32,-0.47214508056640625,0.0054168701171875,-9.923896789550781,-0.3183135986328125,-9.929313659667969
28,amp180_freq26,180,26,Group 64-95,30,-63.2244873046875,-30.978912353515625,35.408660888671875,-20.547164916992188,66.3875732421875
28,amp180_freq26,180,26,Group 32-63,28,-46.55438995361328,-12.51715087890625,36.38140869140625,16.508636474609375,48.8985595703125
28,amp180_freq26,180,26,Group 0-31,29,-85.84135437011719,-14.843368530273438,-30.365234375,14.304916381835938,-15.521865844726562
29,amp100_freq5,100,5,Group 96-127,32,-14.993370056152344,20.65979766845703,18.00238037109375,-7.962257385253906,-2.6574172973632812
29,amp100_freq5,100,5,Group 64-95,30,-28.470237731933594,16.640396118164062,-32.87958526611328,-32.38079833984375,-49.519981384277344
29,amp100_freq5,100,5,Group 32-63,28,-9.909042358398438,-2.4624176025390625,0.101104736328125,-12.950492858886719,2.5635223388671875
29,amp100_freq5,100,5,Group 0-31,29,-78.61360168457031,-12.336349487304688,12.620620727539062,-25.620803833007812,24.95697021484375
30,amp180_freq26,180,26,Group 96-127,32,7.223243713378906,27.253684997558594,138.51869201660156,32.30760955810547,111.26500701904297
30,amp180_freq26,180,26,Group 64-95,30,-25.10887908935547,19.390167236328125,80.47752380371094,16.001251220703125,61.08735656738281
30,amp180_freq26,180,26,Group 32-63,28,42.66375732421875,27.514022827148438,143.4461212158203,24.937255859375,115.93209838867188
30,amp180_freq26,180,26,Group 0-31,29,-0.563690185546875,37.79876708984375,232.7391815185547,38.305419921875,194.94041442871094
31,amp100_freq5,100,5,Group 96-127,32,-13.554473876953125,-11.788597106933594,-38.61222457885742,2.0604705810546875,-26.823627471923828
31,amp100_freq5,100,5,Group 64-95,30,78.94563293457031,7.2853851318359375,-7.227813720703125,34.78352355957031,-14.513198852539062
31,amp100_freq5,100,5,Group 32-63,28,6.051490783691406,-14.56719970703125,-25.427162170410156,15.634269714355469,-10.859962463378906
31,amp100_freq5,100,5,Group 0-31,29,33.669464111328125,5.609619140625,-48.722381591796875,36.480560302734375,-54.332000732421875
32,amp100_freq26,100,26,Group 96-127,32,19.047630310058594,7.98919677734375,13.435127258300781,22.962570190429688,5.445930480957031
32,amp100_freq26,100,26,Group 64-95,30,-6.5742340087890625,35.33429718017578,-0.12596893310546875,26.177589416503906,-35.46026611328125
32,amp100_freq26,100,26,Group 32-63,28,-0.1394500732421875,17.822532653808594,30.287757873535156,28.109886169433594,12.465225219726562
32,amp100_freq26,100,26,Group 0-31,29,-48.669219970703125,-21.858642578125,-58.658203125,17.55584716796875,-36.799560546875
33,amp180_freq26,180,26,Group 96-127,32,-19.063003540039062,-11.931198120117188,34.00849151611328,-6.343055725097656,45.93968963623047
33,amp180_freq26,180,26,Group 64-95,30,21.57195281982422,8.893226623535156,135.20700073242188,54.536537170410156,126.31377410888672
33,amp180_freq26,180,26,Group 32-63,28,49.21482849121094,6.186737060546875,114.74604797363281,68.06291198730469,108.55931091308594
33,amp180_freq26,180,26,Group 0-31,29,-34.53684997558594,14.77435302734375,13.320831298828125,17.168975830078125,-1.453521728515625
34,amp100_freq5,100,5,Group 96-127,32,-40.72707748413086,3.2219696044921875,-12.56463623046875,5.35369873046875,-15.786605834960938
34,amp100_freq5,100,5,Group 64-95,30,-63.2237548828125,-5.4318695068359375,-16.907867431640625,26.052505493164062,-11.475997924804688
34,amp100_freq5,100,5,Group 32-63,28,-43.7415771484375,3.5319061279296875,-39.05614471435547,13.515289306640625,-42.588050842285156
34,amp100_freq5,100,5,Group 0-31,29,-57.646888732910156,35.411590576171875,-24.491867065429688,26.141738891601562,-59.90345764160156
35,amp250_freq5,250,5,Group 96-127,32,-13.370323181152344,-10.37384033203125,-18.151077270507812,-1.05340576171875,-7.7772369384765625
35,amp250_freq5,250,5,Group 64-95,30,45.88963317871094,28.252593994140625,23.396560668945312,34.249755859375,-4.8560333251953125
35,amp250_freq5,250,5,Group 32-63,28,40.954864501953125,10.635940551757812,8.454513549804688,32.12788391113281,-2.181427001953125
35,amp250_freq5,250,5,Group 0-31,29,-93.26860809326172,-3.1250762939453125,-18.676193237304688,6.3672943115234375,-15.551116943359375
36,amp180_freq26,180,26,Group 96-127,32,8.780174255371094,13.525192260742188,-18.54363250732422,15.572105407714844,-32.068824768066406
36,amp180_freq26,180,26,Group 64-95,30,19.80010986328125,1.843780517578125,-47.883766174316406,1.7116546630859375,-49.72754669189453
36,amp180_freq26,180,26,Group 32-63,28,85.11161804199219,25.378829956054688,-11.82208251953125,34.528900146484375,-37.20091247558594
36,amp180_freq26,180,26,Group 0-31,29,135.1022186279297,28.171890258789062,-39.055816650390625,13.301925659179688,-67.22770690917969
37,amp180_freq26,180,26,Group 96-127,32,14.558876037597656,2.3282623291015625,32.183746337890625,-3.355682373046875,29.855484008789062
37,amp180_freq26,180,26,Group 64-95,30,-8.170379638671875,-11.223403930664062,24.076004028320312,-47.11255645751953,35.299407958984375
37,amp180_freq26,180,26,Group 32-63,28,-55.67486572265625,-24.343948364257812,-36.42387390136719,-69.26282501220703,-12.079925537109375
37,amp180_freq26,180,26,Group 0-31,29,18.075149536132812,-15.23321533203125,-34.32872009277344,-59.982666015625,-19.095504760742188
38,amp250_freq5,250,5,Group 96-127,32,-3.8228988647460938,-12.628227233886719,-6.305274963378906,-8.257621765136719,6.3229522705078125
38,amp250_freq5,250,5,Group 64-95,30,-122.00714874267578,-31.846054077148438,47.06858825683594,-35.529388427734375,78.91464233398438
38,amp250_freq5,250,5,Group 32-63,28,22.475250244140625,-44.38261413574219,-2.3104400634765625,-60.253570556640625,42.072174072265625
38,amp250_freq5,250,5,Group 0-31,29,-37.84535217285156,-83.98297119140625,-5.849639892578125,-83.14619445800781,78.13333129882812
39,amp100_freq26,100,26,Group 96-127,32,-19.313186645507812,-0.9347152709960938,7.411064147949219,-16.880294799804688,8.345779418945312
39,amp100_freq26,100,26,Group 64-95,30,72.44978332519531,27.678115844726562,-23.87421417236328,11.385330200195312,-51.552330017089844
39,amp100_freq26,100,26,Group 32-63,28,-24.49907684326172,9.397628784179688,-10.390380859375,-0.667724609375,-19.788009643554688
39,amp100_freq26,100,26,Group 0-31,29,-29.0272216796875,6.230194091796875,11.291824340820312,29.536849975585938,5.0616302490234375
40,amp180_freq26,180,26,Group 96-127,32,-21.784194946289062,12.938774108886719,-0.7793197631835938,3.3640289306640625,-13.718093872070312
40,amp180_freq26,180,26,Group 64-95,30,-22.382957458496094,24.345787048339844,67.33097076416016,37.747154235839844,42.98518371582031
40,amp180_freq26,180,26,Group 32-63,28,-6.2413482666015625,-15.541358947753906,-13.778121948242188,-27.57872772216797,1.7632369995117188
40,amp180_freq26,180,26,Group 0-31,29,44.62384033203125,6.327606201171875,-20.645553588867188,19.558731079101562,-26.973159790039062
41,amp180_freq26,180,26,Group 96-127,32,-37.08156204223633,4.7016448974609375,33.495811462402344,4.7774200439453125,28.794166564941406
41,amp180_freq26,180,26,Group 64-95,30,-26.203964233398438,8.78759765625,57.734283447265625,-38.617713928222656,48.946685791015625
41,amp180_freq26,180,26,Group 32-63,28,-67.5093765258789,2.9722137451171875,51.710472106933594,-13.130821228027344,48.738258361816406
41,amp180_freq26,180,26,Group 0-31,29,-75.23828125,13.482681274414062,59.95011901855469,-20.205169677734375,46.467437744140625
42,amp180_freq26,180,26,Group 96-127,32,30.155471801757812,8.697616577148438,-17.72490692138672,18.185943603515625,-26.422523498535156
42,amp180_freq26,180,26,Group 64-95,30,27.578102111816406,20.32183837890625,-31.13646697998047,22.83361053466797,-51.45830535888672
42,amp180_freq26,180,26,Group 32-63,28,13.471832275390625,-4.9296112060546875,17.622467041015625,-2.0647430419921875,22.552078247070312
42,amp180_freq26,180,26,Group 0-31,29,-36.88665771484375,18.896728515625,-1.19989013671875,7.5027923583984375,-20.09661865234375
43,amp100_freq5,100,5,Group 96-127,32,3.9821548461914062,19.56574249267578,14.266273498535156,9.6019287109375,-5.299468994140625
43,amp100_freq5,100,5,Group 64-95,30,44.095123291015625,18.03826904296875,-7.018074035644531,41.41209411621094,-25.05634307861328
43,amp100_freq5,100,5,Group 32-63,28,7.9031524658203125,5.275115966796875,-35.379478454589844,34.28535461425781,-40.65459442138672
43,amp100_freq5,100,5,Group 0-31,29,-29.632492065429688,20.788925170898438,-33.46533203125,55.29905700683594,-54.25425720214844
44,amp180_freq26,180,26,Group 96-127,32,0.1265869140625,35.772605895996094,-6.714729309082031,-5.865264892578125,-42.487335205078125
44,amp180_freq26,180,26,Group 64-95,30,67.19573974609375,22.440765380859375,-12.134902954101562,42.081268310546875,-34.57566833496094
44,amp180_freq26,180,26,Group 32-63,28,29.77910614013672,25.50072479248047,-21.201766967773438,17.551734924316406,-46.702491760253906
44,amp180_freq26,180,26,Group 0-31,29,12.272674560546875,4.6723785400390625,-60.243499755859375,6.17059326171875,-64.91587829589844
45,amp180_freq5,180,5,Group 96-127,32,7.954170227050781,-19.80560302734375,-36.605262756347656,-19.28466033935547,-16.799659729003906
45,amp180_freq5,180,5,Group 64-95,30,-20.15911865234375,-100.79454803466797,-128.04006958007812,-88.60342407226562,-27.245521545410156
45,amp180_freq5,180,5,Group 32-63,28,-75.48611450195312,-68.78856658935547,-102.1342544555664,-54.25555419921875,-33.34568786621094
45,amp180_freq5,180,5,Group 0-31,29,-84.72654724121094,-76.90864562988281,-93.20985412597656,-72.87625122070312,-16.30120849609375
46,amp100_freq5,100,5,Group 96-127,32,-20.09564971923828,18.362747192382812,39.721473693847656,-2.1892929077148438,21.358726501464844
46,amp100_freq5,100,5,Group 64-95,30,-2.7966232299804688,36.04619598388672,44.77904510498047,10.726348876953125,8.73284912109375
46,amp100_freq5,100,5,Group 32-63,28,-4.025657653808594,27.29065704345703,27.97734832763672,13.892494201660156,0.6866912841796875
46,amp100_freq5,100,5,Group 0-31,29,-19.560546875,8.216995239257812,-57.95294952392578,-8.462722778320312,-66.1699447631836
47,amp100_freq5,100,5,Group 96-127,32,-22.196945190429688,-9.933204650878906,47.16155242919922,-6.234001159667969,57.094757080078125
47,amp100_freq5,100,5,Group 64-95,30,15.731002807617188,-2.5011138916015625,12.696182250976562,-3.4859771728515625,15.197296142578125
47,amp100_freq5,100,5,Group 32-63,28,-35.68641662597656,-30.265823364257812,-48.28984069824219,3.859588623046875,-18.024017333984375
47,amp100_freq5,100,5,Group 0-31,29,-108.52781677246094,-61.91802978515625,-50.615936279296875,-50.946075439453125,11.302093505859375
48,amp100_freq5,100,5,Group 96-127,32,-14.737220764160156,-36.43768310546875,-58.67847442626953,-4.880775451660156,-22.24079132080078
48,amp100_freq5,100,5,Group 64-95,30,239.42752075195312,49.074378967285156,71.17717742919922,56.35163116455078,22.102798461914062
48,amp100_freq5,100,5,Group 32-63,28,111.44497680664062,-3.5501022338867188,11.976760864257812,42.518890380859375,15.526863098144531
48,amp100_freq5,100,5,Group 0-31,29,154.66836547851562,29.830642700195312,61.333984375,84.96125793457031,31.503341674804688
49,amp100_freq5,100,5,Group 96-127,32,-51.95741271972656,-20.224960327148438,-39.819976806640625,-28.471099853515625,-19.595016479492188
49,amp100_freq5,100,5,Group 64-95,30,-16.3619384765625,0.9710540771484375,24.679656982421875,11.544967651367188,23.708602905273438
49,amp100_freq5,100,5,Group 32-63,28,-89.54640197753906,-60.980224609375,-17.51824951171875,-50.08954620361328,43.46197509765625
49,amp100_freq5,100,5,Group 0-31,29,-27.5615234375,-9.468246459960938,-52.146484375,-2.094635009765625,-42.67823791503906
50,amp250_freq5,250,5,Group 96-127,32,-9.155143737792969,8.720062255859375,-5.493766784667969,16.558624267578125,-14.213829040527344
50,amp250_freq5,250,5,Group 64-95,30,-20.880599975585938,-29.544158935546875,-48.29900360107422,-50.38386535644531,-18.754844665527344
50,amp250_freq5,250,5,Group 32-63,28,-45.64598083496094,3.2624130249023438,-7.158576965332031,25.775527954101562,-10.420989990234375
50,amp250_freq5,250,5,Group 0-31,29,22.96929931640625,-54.484832763671875,-22.416336059570312,-19.08526611328125,32.06849670410156
51,amp180_freq26,180,26,Group 96-127,32,18.55535125732422,21.2503662109375,-6.539894104003906,20.003021240234375,-27.790260314941406
51,amp180_freq26,180,26,Group 64-95,30,24.099685668945312,14.872726440429688,-17.57025146484375,12.240188598632812,-32.44297790527344
51,amp180_freq26,180,26,Group 32-63,28,19.781639099121094,35.31641387939453,-0.9616317749023438,36.568702697753906,-36.278045654296875
51,amp180_freq26,180,26,Group 0-31,29,40.36210632324219,31.60302734375,18.913436889648438,28.74560546875,-12.689590454101562
52,amp250_freq5,250,5,Group 96-127,32,-7.211669921875,-4.340583801269531,-40.32867431640625,-4.096870422363281,-35.98809051513672
52,amp250_freq5,250,5,Group 64-95,30,84.59542846679688,4.77850341796875,10.800323486328125,50.09568786621094,6.021820068359375
52,amp250_freq5,250,5,Group 32-63,28,15.782638549804688,7.97271728515625,-1.8133697509765625,1.1655731201171875,-9.786087036132812
52,amp250_freq5,250,5,Group 0-31,29,12.721908569335938,57.2969970703125,13.919830322265625,58.55793762207031,-43.377166748046875
53,amp180_freq5,180,5,Group 96-127,32,26.082534790039062,2.0390625,25.632286071777344,11.773063659667969,23.593223571777344
53,amp180_freq5,180,5,Group 64-95,30,9.567283630371094,28.788192749023438,37.827392578125,35.93743896484375,9.039199829101562
53,amp180_freq5,180,5,Group 32-63,28,41.6373291015625,25.885772705078125,34.12861633300781,23.575149536132812,8.242843627929688
