channel,rms,mad,ptp,absmax,zero_fraction,saturation_fraction,rough_mad,common_corr,rms_rz,mad_rz,ptp_rz,rough_mad_rz,absmax_rz,exclude_reasons,exclude_auto
58,921.7964,573.0,8104.5,7434.0,0.00064375,0.0,50.5,0.66213447,0.09026316762469343,-0.03859606385205862,0.1326442849642005,0.202346925,0.11058122269254594,,False
59,1064.2,662.0,8771.5,7517.0,0.0006875,0.0,52.0,0.66408813,0.2586903292309012,0.12896733531053733,0.22808521060726597,0.337244875,0.13370021887259964,,False
60,1291.6705,808.0,9823.5,8194.0,0.000525,0.0,48.0,0.643842,0.5277301138956108,0.40384661933007676,0.3786157260143198,-0.022482991666666667,0.32227323590749535,,False
61,1516.1163,954.0,11138.5,9646.0,0.0004125,0.0,50.0,0.62760186,0.7931923535887881,0.6787259033496161,0.5667788702731371,0.15738094166666666,0.7267163979971092,,False
62,1890.5315,1167.0,13454.0,11659.0,0.0004125,0.0,34.0,0.6168425,1.2360301652271939,1.0797484204466155,0.8981034029965527,-1.281530525,1.2874216908940739,,False
63,1890.9309,1167.5,13486.5,11572.0,0.00038125,0.0,35.0,0.61841214,1.2365025703745707,1.0806897878576411,0.9027538229116946,-1.1915985583333333,1.2631885262234153,,False
64,1885.7003,1165.0,13459.5,11666.0,0.0003875,0.0,36.0,0.6170794,1.2303161131129712,1.075982950802512,0.8988903971360382,-1.1016665916666668,1.2893714857526326,,False
65,2137.3628,1328.0,15439.5,13300.0,0.00034375,0.0,50.0,0.6060904,1.5279687498886712,1.3828687267969295,1.1822082873508353,0.15738094166666666,1.7445093141647738,,False
66,2261.731,1434.0,16265.0,14761.0,0.0003,0.0,53.0,0.5967348,1.6750646245436709,1.5824386179344032,1.3003289531954387,0.42717684166666664,2.151459355358249,,False
67,2265.1216,1434.5,16437.0,15217.0,0.00033125,0.0,54.0,0.58628726,1.679074870684729,1.5833799853454291,1.324940406284805,0.5171088083333334,2.2784745632872188,,False
68,1113.4023,726.0,7193.5,6108.0,0.00055625,0.0,37.0,0.5652575,0.316884233000043,0.24946236392184226,0.0022894374966852295,-1.0117346249999999,-0.2587656319430105,,False
69,765.78094,501.0,4823.5,3989.0,0.000975,0.0,33.0,0.4682088,-0.0942633794877127,-0.1741529710397767,-0.33683349169981436,-1.3714624916666667,-0.8489963898410077,,False
70,716.382,475.0,4695.5,3529.0,0.0010625,0.0,33.0,0.48261142,-0.1526897319999098,-0.22310407641311933,-0.3551489916732962,-1.3714624916666667,-0.9771257662605823,,False
71,971.08496,628.0,6376.5,4800.0,0.000725,0.0,38.0,0.5627433,0.1485590023333365,0.06495435136078158,-0.11461496467780431,-0.9218026583333334,-0.6230987283708446,,False
72,1934.0544,1251.5,13713.0,12145.0,0.00036875,0.0,51.5,0.5732187,1.287506733456342,1.2388395129099792,0.9351636724741448,0.29227889166666665,1.4227931625025811,,False
73,968.76196,634.0,6185.0,4665.0,0.00069375,0.0,37.0,0.57098436,0.14581148706604335,0.07625076029309143,-0.14201666971625565,-1.0117346249999999,-0.6607019149287632,,False
74,704.9933,439.0,4648.0,3687.0,0.001,0.0,33.0,0.47897354,-0.16615970352565926,-0.29088253000697833,-0.3619457592415805,-1.3714624916666667,-0.9331161108816849,,False
75,742.103,456.5,4811.5,3503.0,0.00113125,0.0,33.0,0.45933506,-0.12226832760327826,-0.25793467062107467,-0.3385505698223283,-1.3714624916666667,-0.9843678614495148,,False
76,1030.2058,640.0,6635.5,5484.0,0.00080625,0.0,37.0,0.5467161,0.21848391558740213,0.08754716922540126,-0.07755469520021215,-1.0117346249999999,-0.4325759164773901,,False
77,1926.3444,1193.5,13729.5,13685.0,0.00035625,0.0,53.0,0.6039083,1.2783876682016126,1.129640893230984,0.9375246548926014,0.42717684166666664,1.8517480313855048,,False
78,1552.3289,976.0,11681.0,10301.0,0.00043125,0.0,53.0,0.6182687,0.8360225504667864,0.7201460694347522,0.6444051103951207,0.42717684166666664,0.9091614883336775,,False
79,713.1797,451.0,4724.5,3678.0,0.0008625,0.0,37.0,0.62170434,-0.15647727491974867,-0.2682897121423587,-0.3509993862105542,-1.0117346249999999,-0.9356229899855462,,False
80,392.445,250.0,3031.0,2643.0,0.00144375,0.0,37.0,0.40462422,-0.5358247443327323,-0.6467194113747383,-0.5933220362503314,-1.0117346249999999,-1.223914086929589,,False
81,853.5873,534.0,6840.5,5119.0,0.00059375,0.0,47.0,0.0046437336,0.009589160352485922,-0.11202272191207258,-0.04822127727393264,-0.11241495833333334,-0.534243791245096,,False
82,837.76,518.0,6689.5,5173.0,0.0006375,0.0,53.0,-0.015222091,-0.00913047112473026,-0.14214647906489883,-0.0698278436488995,0.42717684166666664,-0.5192025166219286,,False
83,816.70386,505.0,6820.0,5341.0,0.0007625,0.0,54.0,-0.020212378,-0.0340345385701283,-0.16662203175157014,-0.051154619066560596,0.5171088083333334,-0.4724074400165187,,False
