burst_index,start_sample,end_sample,start_time_s,end_time_s,duration_s,pulse_count,estimated_freq_hz,config_index,amplitude,expected_freq_hz,pin,expected_start_time_s,start_time_error_s
484,88751919,88872109,4437.59595,4443.60545,6.0095,4,1.2422360248447204,484,180,5,12,3804.0,633.5959499999999
485,88876665,88992300,4443.83325,4449.615,5.78175,4,1.2470382840753211,485,100,5,12,3810.0,633.8332499999997
486,88995607,89048401,4449.78035,4452.42005,2.6397,4,2.1367521367521367,486,180,26,12,3816.0,633.78035
487,89111866,89168716,4455.5933,4458.4358,2.8425,8,4.3308791684712,487,100,26,12,3822.0,633.5933000000005
488,89234989,89281105,4461.74945,4464.05525,2.3058,4,2.1510002151000216,488,100,5,12,3828.0,633.7494500000003
489,89353057,89390624,4467.65285,4469.5312,1.87835,1,,489,180,5,12,3834.0,633.6528500000004
490,89401794,89471999,4470.0897,4473.59995,3.51025,2,1.9782393669634029,490,180,26,12,3840.0,630.0897000000004
491,89472061,89527913,4473.60305,4476.39565,2.7926,4,1.261750047315627,491,180,5,12,3846.0,627.6030499999997
492,89598429,89650724,4479.92145,4482.5362,2.61475,7,3.338340844600234,492,250,5,12,3852.0,627.9214499999998
493,89721490,89841056,4486.0745,4492.0528,5.9783,3,0.9999750006249845,493,100,26,12,3858.0,628.0744999999997
494,89845050,89885113,4492.2525,4494.25565,2.00315,3,0.9999750006249845,494,100,5,12,3864.0,628.2524999999996
495,89962057,90087801,4498.10285,4504.39005,6.2872,4,3.2701111837802483,495,180,26,12,3870.0,628.1028500000002
496,90119814,90192141,4505.9907,4509.60705,3.61635,1,,496,180,5,12,3876.0,629.9907000000003
497,90197133,90244809,4509.85665,4512.24045,2.3838,4,1.2923235978288963,497,250,5,12,3882.0,627.8566499999997
498,90312081,90370741,4515.60405,4518.53705,2.933,4,1.0755001075500108,498,250,5,12,3888.0,627.6040499999999
499,90458168,90578171,4522.9084,4528.90855,6.00015,4,2.543558438255119,499,250,26,12,3894.0,628.9084000000003
500,90582165,90598265,4529.10825,4529.91325,0.805,2,1.6605778811026237,500,100,26,12,3900.0,629.1082500000002
501,90671964,90792341,4533.5982,4539.61705,6.01885,32,11.876484560570072,501,250,26,12,3906.0,627.5982000000004
502,90800017,90911970,4540.00085,4545.5985,5.59765,7,2.5848142164781907,502,180,5,12,3912.0,628.0008500000004
503,90914528,91048697,4545.7264,4552.43485,6.70845,28,11.441647597254004,503,100,26,12,3918.0,627.7263999999996
504,91052690,91156530,4552.6345,4557.8265,5.192,3,1.1108951037298305,504,100,26,12,3924.0,628.6345000000001
505,91168886,91272102,4558.4443,4563.6051,5.1608,5,2.1510002151000216,505,180,5,12,3930.0,628.4443000000001
506,91272165,91392126,4563.60825,4569.6063,5.99805,6,2.180074122520166,506,100,26,12,3936.0,627.6082500000002
507,91395059,91512004,4569.75295,4575.6002,5.84725,6,1.6605778811026237,507,180,26,12,3942.0,627.75295
508,91512066,91633130,4575.6033,4581.6565,6.0532,6,2.165674066053059,508,100,5,12,3948.0,627.6032999999998
509,91633192,91761245,4581.6596,4588.06225,6.40265,9,3.204871404534893,509,250,26,12,3954.0,627.6596
510,91761307,91874320,4588.06535,4593.716,5.65065,4,1.1611704598235022,510,100,26,12,3960.0,628.0653499999999
511,91875194,92002935,4593.7597,4600.14675,6.38705,28,13.35113484646195,511,100,5,12,3966.0,627.7596999999996
512,92008988,92048989,4600.4494,4602.44945,2.00005,6,3.17359568390987,512,250,5,12,3972.0,628.4494000000004
513,92122937,92232165,4606.14685,4611.60825,5.4614,3,0.8346200392271418,513,180,26,12,3978.0,628.1468500000001
514,92251385,92271479,4612.56925,4613.57395,1.0047,2,1.2422360248447204,514,100,5,12,3984.0,628.5692499999996
515,92352105,92411076,4617.60525,4620.5538,2.94855,12,4.2167404596247104,515,250,26,12,3990.0,627.6052499999996
516,92490329,92522155,4624.51645,4626.10775,1.5913,2,0.7384706273307979,516,100,5,12,3996.0,628.5164500000001
517,92593171,92651768,4629.65855,4632.5884,2.92985,18,6.410256410256411,517,100,26,12,4002.0,627.6585500000001
518,92713860,92770023,4635.693,4638.50115,2.80815,3,0.9236168837166343,518,250,26,12,4008.0,627.6930000000002
519,92841163,92954801,4642.05815,4647.74005,5.6819,4,1.6519368960105723,519,180,26,12,4014.0,628.0581499999998
520,92957172,93074865,4647.8586,4653.74325,5.88465,21,7.630675314765357,520,180,5,12,4020.0,627.8585999999996
521,93076363,93130155,4653.81815,4656.50775,2.6896,9,3.7268238144041734,521,100,26,12,4026.0,627.8181500000001
522,93192871,93319051,4659.64355,4665.95255,6.309,7,2.0093434470286833,522,100,26,12,4032.0,627.6435499999998
523,93322109,93432189,4666.10545,4671.60945,5.504,7,2.6056934401667644,523,180,5,12,4038.0,628.10545
524,93436745,93492097,4671.83725,4674.60485,2.7676,7,2.595043466978072,524,180,5,12,4044.0,627.8372499999996
525,93552275,93672236,4677.61375,4683.6118,5.99805,7,2.484472049689441,525,180,26,12,4050.0,627.6137500000004
526,93675419,93792176,4683.77095,4689.6088,5.83785,8,2.543558438255119,526,100,5,12,4056.0,627.7709500000001
527,93792238,93851210,4689.6119,4692.5605,2.9486,15,4.545971133083305,527,250,5,12,4062.0,627.6118999999999
528,93917046,94033242,4695.8523,4701.6621,5.8098,9,4.161897825408386,528,250,5,12,4068.0,627.8522999999996
529,94037797,94157675,4701.88985,4707.88375,5.9939,7,2.484472049689441,529,250,26,12,4074.0,627.8898499999996
530,94161669,94201732,4708.08345,4710.0866,2.00315,4,2.5037556334501754,530,100,26,12,4080.0,628.0834500000001
531,94275306,94396931,4713.7653,4719.84655,6.08125,18,8.435259384226065,531,180,5,12,4086.0,627.7653
532,94403046,94443047,4720.1523,4722.15235,2.00005,6,3.2706459525756335,532,100,26,12,4092.0,628.1522999999997
533,94512315,94568291,4725.61575,4728.41455,2.7988,5,2.5136680701313394,533,100,5,12,4098.0,627.6157499999999
534,94642115,94752570,4732.10575,4737.6285,5.52275,6,2.1803117845851956,534,100,26,12,4104.0,628.1057499999997
535,94753381,94810792,4737.66905,4740.5396,2.87055,8,2.6709401709401708,535,100,5,12,4110.0,627.6690500000004
536,94872697,95001311,4743.63485,4750.06555,6.4307,9,2.297398196542416,536,250,26,12,4116.0,627.6348500000004
537,95002684,95113222,4750.1342,4755.6611,5.5269,6,2.484472049689441,537,250,5,12,4122.0,628.1342000000004
538,95114283,95232579,4755.71415,4761.62895,5.9148,35,13.6332651670075,538,100,5,12,4128.0,627.7141499999998
539,95232642,95356326,4761.6321,4767.8163,6.1842,7,3.2372936225315634,539,100,26,12,4134.0,627.6320999999998
540,95369181,95485502,4768.45905,4774.2751,5.81605,5,3.0966942788573197,540,180,5,12,4140.0,628.4590500000004
541,95491555,95531805,4774.57775,4776.59025,2.0125,7,4.360623569170391,541,250,5,12,4146.0,628.5777500000004
542,95592295,95648022,4779.61475,4782.4011,2.78635,5,2.4747880962692568,542,100,26,12,4152.0,627.6147499999997
543,95712235,95838873,4785.61175,4791.94365,6.3319,5,3.338340844600234,543,180,5,12,4158.0,627.61175
544,95839248,95891542,4791.9624,4794.5771,2.6147,6,2.257081593499605,544,100,5,12,4164.0,627.9624000000003
545,95962432,96006177,4798.1216,4800.30885,2.18725,4,1.6519368960105723,545,180,26,12,4170.0,628.1216000000004
546,96074197,96122186,4803.70985,4806.1093,2.39945,1,,546,100,5,12,4176.0,627.7098500000002
547,96130174,96196571,4806.5087,4809.82855,3.31985,1,,547,180,26,12,4182.0,624.5087000000003
548,96196821,96250363,4809.84105,4812.51815,2.6771,9,4.3308791684712,548,180,5,12,4188.0,621.84105
549,96313953,96370054,4815.69765,4818.5027,2.80505,4,1.3523564811684359,549,250,5,12,4194.0,621.6976500000001
550,96434704,96552460,4821.7352,4827.623,5.8878,9,3.7929072634174097,550,100,5,12,4200.0,621.7352000000001
551,96556766,96672462,4827.8383,4833.6231,5.7848,4,1.247116044147908,551,180,5,12,4206.0,621.8383000000003
552,96684381,96728438,4834.21905,4836.4219,2.20285,3,0.909194226616661,552,180,5,12,4212.0,622.2190499999997
553,96816677,96912280,4840.83385,4845.614,4.78015,2,0.6259584989515196,553,250,5,12,4218.0,622.83385
554,96916773,96964761,4845.83865,4848.23805,2.3994,4,1.2470382840753211,554,250,26,12,4224.0,621.8386499999997
555,97032344,97084701,4851.6172,4854.23505,2.61785,4,1.6605778811026237,555,100,5,12,4230.0,621.6171999999997
556,97152409,97200335,4857.62045,4860.01675,2.3963,3,1.996805111821086,556,250,5,12,4236.0,621.6204500000003
557,97272432,97328408,4863.6216,4866.4204,2.7988,14,4.513653802753329,557,180,26,12,4242.0,621.6216000000004
558,97394369,97512437,4869.71845,4875.62185,5.9034,2,0.6139677666922487,558,250,5,12,4248.0,621.7184500000003
559,97512520,97570805,4875.626,4878.54025,2.91425,6,1.9542700801250732,559,100,26,12,4254.0,621.6260000000002
560,97632398,97757330,4881.6199,4887.8665,6.2466,8,2.1803117845851956,560,180,26,12,4260.0,621.6198999999997
561,97761261,97876022,4888.06305,4893.8011,5.73805,3,1.1108951037298305,561,180,5,12,4266.0,622.0630499999997
562,97891685,98163952,4894.58425,4908.1976,13.61335,21,2.101723413198823,562,100,26,12,4272.0,622.5842499999999
563,98257495,98291381,4912.87475,4914.56905,1.6943,3,1.3001787745815048,563,180,26,12,4278.0,634.87475
564,98352474,98483584,4917.6237,4924.1792,6.5555,9,2.9812923902511743,564,100,26,12,4284.0,633.6237000000001
565,98486704,98610326,4924.3352,4930.5163,6.1811,4,1.5866719555731854,565,180,5,12,4290.0,634.3352000000004
566,98619499,98722091,4930.97495,4936.10455,5.1296,2,0.6487608667445179,566,100,5,12,4296.0,634.9749499999998
567,98746054,98833482,4937.3027,4941.6741,4.3714,2,2.1654395842356,567,250,5,12,4302.0,635.3027000000002
568,98837850,98954857,4941.8925,4947.74285,5.85035,3,0.7488112621213823,568,180,26,12,4308.0,633.8924999999999
569,98959475,99011769,4947.97375,4950.58845,2.6147,7,2.8487999430240007,569,250,26,12,4314.0,633.9737500000001
570,99072551,99192491,4953.62755,4959.62455,5.997,14,4.930966469428007,570,180,5,12,4320.0,633.6275500000002
571,99192615,99252336,4959.63075,4962.6168,2.98605,4,1.0508064939841328,571,180,5,12,4326.0,633.6307500000003
572,99312618,99432620,4965.6309,4971.631,6.0001,7,2.5236593059936907,572,250,5,12,4332.0,633.6309000000001
573,99448096,99492091,4972.4048,4974.60455,2.19975,3,0.9999750006249845,573,100,26,12,4338.0,634.4048000000003
574,99552435,99611532,4977.62175,4980.5766,2.95485,4,1.2518778167250877,574,100,26,12,4344.0,633.6217500000002
575,99672438,99792440,4983.6219,4989.622,6.0001,7,2.187705097352877,575,180,5,12,4350.0,633.6219000000001
576,99806918,99936031,4990.3459,4996.80155,6.45565,5,2.494232088295816,576,100,26,12,4356.0,634.3459000000003
577,99939213,99969916,4996.96065,4998.4958,1.53515,3,1.4501685820976689,577,180,5,12,4362.0,634.96065
578,100032444,100155317,5001.6222,5007.76585,6.14365,5,1.3161791319798626,578,180,26,12,4368.0,633.6221999999998
579,100156753,100278315,5007.83765,5013.91575,6.0781,12,4.3308791684712,579,180,26,12,4374.0,633.8376500000004
580,100282933,100330609,5014.14665,5016.53045,2.3838,10,4.390779363336992,580,180,5,12,4380.0,634.1466499999997
581,100414230,100516385,5020.7115,5025.81925,5.10775,4,1.6957775139901645,581,250,26,12,4386.0,634.7115000000003
582,100517258,100632580,5025.8629,5031.629,5.7661,18,8.6617583369424,582,100,26,12,4392.0,633.8629000000001
583,100642565,100752666,5032.12825,5037.6333,5.50505,5,2.1728502362974633,583,250,26,12,4398.0,634.1282499999998
584,100753290,100872543,5037.6645,5043.62715,5.96265,23,8.781558726673984,584,250,5,12,4404.0,633.6644999999999
585,100872606,100992670,5043.6303,5049.6335,6.0032,4,2.5236593059936907,585,100,5,12,4410.0,633.6302999999998
586,101003092,101039972,5050.1546,5051.9986,1.844,4,1.5710919088766695,586,100,26,12,4416.0,634.1545999999998
587,101112548,101166402,5055.6274,5058.3201,2.6927,5,1.7370912407174188,587,250,26,12,4422.0,633.6274000000003
588,101232550,101290856,5061.6275,5064.5428,2.9153,25,11.052777010223819,588,250,26,12,4428.0,633.6274999999996
589,101352511,101486450,5067.62555,5074.3225,6.69695,25,9.56937799043062,589,100,5,12,4434.0,633.6255499999997
590,101500490,101524391,5075.0245,5076.21955,1.19505,3,2.704530087897228,590,250,5,12,4440.0,635.0245000000004
591,101592557,101651029,5079.62785,5082.55145,2.9236,7,2.009444388626545,591,100,5,12,4446.0,633.6278499999999
592,101712621,101766538,5085.63105,5088.3269,2.69585,6,2.484472049689441,592,100,5,12,4452.0,633.63105
593,101839051,101890409,5091.95255,5094.52045,2.5679,5,1.7562346329469616,593,250,5,12,4458.0,633.95255
594,101952750,102072752,5097.6375,5103.6376,6.0001,6,1.6520733520568314,594,250,5,12,4464.0,633.6374999999998
595,102074812,102192567,5103.7406,5109.62835,5.88775,4,1.2374706100730106,595,100,26,12,4470.0,633.7406000000001
596,102192630,102247607,5109.6315,5112.38035,2.74885,8,2.180074122520166,596,250,5,12,4476.0,633.6315000000004
597,102317375,102365550,5115.86875,5118.2775,2.40875,3,0.8313761353480348,597,250,5,12,4482.0,633.8687499999996
598,102445427,102489484,5122.27135,5124.4742,2.20285,4,1.0046717235143416,598,250,5,12,4488.0,634.27135
599,102569423,102678005,5128.47115,5133.90025,5.4291,3,1.4307686804735844,599,180,5,12,4494.0,634.4711500000003
600,102690049,102730050,5134.50245,5136.5025,2.00005,4,2.563773875144212,600,250,26,12,4500.0,634.50245
601,102794013,102852610,5139.70065,5142.6305,2.92985,28,12.322858903265558,601,180,26,12,4506.0,633.7006499999998
602,102912643,102971198,5145.63215,5148.5599,2.92775,11,3.287040841482455,602,100,26,12,4512.0,633.6321500000004
603,103032603,103162528,5151.63015,5158.1264,6.49625,9,2.5846471956577926,603,100,26,12,4518.0,633.63015
604,103165648,103212700,5158.2824,5160.635,2.3526,6,2.1224663058473947,604,250,5,12,4524.0,634.2824
605,103272753,103427452,5163.63765,5171.3726,7.73495,5,1.4212620807276861,605,250,5,12,4530.0,633.6376499999997
606,103435315,103512695,5171.76575,5175.63475,3.869,2,2.484472049689441,606,180,5,12,4536.0,635.7657499999996
607,103514567,103563741,5175.72835,5178.18705,2.4587,6,2.180074122520166,607,250,5,12,4542.0,633.7283500000003
608,103632781,103752658,5181.63905,5187.6329,5.99385,6,2.5236593059936907,608,180,5,12,4548.0,633.6390499999998
609,103752720,103799897,5187.636,5189.99485,2.35885,5,1.723023906956709,609,100,26,12,4554.0,633.6360000000004
610,103872722,103930820,5193.6361,5196.541,2.9049,10,3.338340844600234,610,180,5,12,4560.0,633.6360999999997
611,103993723,104114849,5199.68615,5205.74245,6.0563,7,3.2370316419843004,611,250,26,12,4566.0,633.6861500000005
612,104115410,104234039,5205.7705,5211.70195,5.93145,32,13.35113484646195,612,100,5,12,4572.0,633.7704999999996
613,104241715,104362778,5212.08575,5218.1389,6.05315,6,2.5040691123074996,613,100,26,12,4578.0,634.0857500000002
614,104362840,104402779,5218.142,5220.13895,1.99695,5,2.1801929470758163,614,180,26,12,4584.0,634.1419999999998
615,104472879,104532786,5223.64395,5226.6393,2.99535,13,4.389815627743634,615,100,26,12,4590.0,633.6439499999997
616,104592694,104645737,5229.6347,5232.28685,2.65215,5,2.1581957483543754,616,250,26,12,4596.0,633.6346999999996
617,104712696,104772541,5235.6348,5238.62705,2.99225,11,4.360623569170391,617,250,5,12,4602.0,633.6347999999998
618,104832698,104952742,5241.6349,5247.6371,6.0022,5,2.484317744239488,618,250,26,12,4608.0,633.6349
619,104954926,105011775,5247.7463,5250.58875,2.84245,10,4.514672686230249,619,100,26,12,4614.0,633.7462999999998
620,105078734,105124976,5253.9367,5256.2488,2.3121,5,3.2372936225315634,620,250,26,12,4620.0,633.9367000000002
621,105192746,105331095,5259.6373,5266.55475,6.91745,12,4.389815627743634,621,100,5,12,4626.0,633.6373000000003
622,105331157,105440176,5266.55785,5272.0088,5.45095,2,0.49998750031249223,622,180,26,12,4632.0,634.5578500000001
623,105444794,105488726,5272.2397,5274.4363,2.1966,5,1.9906439733253705,623,250,5,12,4638.0,634.2397000000001
624,105552752,105553938,5277.6376,5277.6969,0.0593,1,,624,250,26,12,4644.0,633.6376
625,105672754,105727607,5283.6377,5286.38035,2.74265,12,5.34045393858478,625,180,5,12,4650.0,633.6377000000002
626,105792756,105921494,5289.6378,5296.0747,6.4369,4,1.5483471394286599,626,100,5,12,4656.0,633.6378000000004
627,105945395,106032760,5297.26975,5301.638,4.36825,2,2.4654832347140037,627,250,26,12,4662.0,635.2697500000004
628,106033010,106156568,5301.6505,5307.8284,6.1779,14,5.3418803418803416,628,100,26,12,4668.0,633.6504999999997
629,106156631,106211920,5307.83155,5310.596,2.76445,5,1.852623778426196,629,180,26,12,4674.0,633.8315499999999
630,106272889,106392891,5313.64445,5319.64455,6.0001,5,1.456823396583749,630,100,5,12,4680.0,633.6444499999998
631,106407555,106514952,5320.37775,5325.7476,5.36985,2,2.484472049689441,631,100,5,12,4686.0,634.3777499999997
632,106531551,106531614,5326.57755,5326.5807,0.00315,1,,632,100,5,12,4692.0,634.57755
633,106632894,106651553,5331.6447,5332.57765,0.93295,1,,633,100,26,12,4698.0,633.6446999999998
634,106752896,106807874,5337.6448,5340.3937,2.7489,5,1.3243717511505482,634,180,5,12,4704.0,633.6448
635,106898359,106922322,5344.91795,5346.1161,1.19815,2,4.930966469428007,635,100,26,12,4710.0,634.91795
636,107002947,107046005,5350.14735,5352.30025,2.1529,3,1.300178774581505,636,180,5,12,4716.0,634.1473500000002
637,107113027,107164822,5355.65135,5358.2411,2.58975,4,2.564102564102564,637,180,26,12,4722.0,633.6513500000001
638,107232842,107352864,5361.6421,5367.6432,6.0011,9,3.980891719745223,638,250,26,12,4728.0,633.6421
639,107353052,107473054,5367.6526,5373.6527,6.0001,14,4.389815627743634,639,250,26,12,4734.0,633.6526000000003
640,107476673,107530715,5373.83365,5376.53575,2.7021,21,9.159606136936112,640,250,5,12,4740.0,633.8336499999996
641,107592889,107651673,5379.64445,5382.58365,2.9392,1,,641,100,5,12,4746.0,633.6444499999998
642,107712954,107784780,5385.6477,5389.239,3.5913,9,3.1269543464665417,642,180,26,12,4752.0,633.6477000000004
643,107836700,107882754,5391.835,5394.1377,2.3027,5,2.6162600562495912,643,250,26,12,4758.0,633.835
644,107958200,108012803,5397.91,5400.64015,2.73015,8,5.3418803418803416,644,100,5,12,4764.0,633.9099999999999
645,108198765,108278517,5409.93825,5413.92585,3.9876,6,1.5710919088766695,645,100,5,12,4770.0,639.9382500000002
646,108585979,108593966,5429.29895,5429.6983,0.39935,1,,646,250,5,12,4776.0,653.2989500000003
647,108683016,108732939,5434.1508,5436.64695,2.49615,4,1.2923235978288963,647,100,26,12,4782.0,652.1508000000003
648,108792909,108913035,5439.64545,5445.65175,6.0063,19,6.676681689200468,648,100,5,12,4788.0,651.64545
649,108924705,108964705,5446.23525,5448.23525,2.0,1,,649,100,26,12,4794.0,652.2352499999997
650,109033037,109153039,5451.65185,5457.65195,6.0001,2,0.866213348347698,650,250,26,12,4800.0,651.6518500000002
651,109153102,109276099,5457.6551,5463.80495,6.14985,6,2.273243919072516,651,180,5,12,4806.0,651.6551
652,109276161,109394541,5463.80805,5469.72705,5.919,5,1.4534883720930234,652,250,5,12,4812.0,651.8080499999996
653,109400032,109453075,5470.0016,5472.65375,2.65215,8,3.3041467041136627,653,180,26,12,4818.0,652.0015999999996
654,109513045,109652953,5475.65225,5482.64765,6.9954,4,1.2422360248447204,654,100,5,12,4824.0,651.6522500000001
655,109668991,109669053,5483.44955,5483.45265,0.0031,1,,655,100,26,12,4830.0,653.4495500000003
656,109753173,109793610,5487.65865,5489.6805,2.02185,5,2.7991602519244227,656,180,5,12,4836.0,651.6586500000003
657,109875920,109931272,5493.796,5496.5636,2.7676,4,1.297605917082982,657,250,5,12,4842.0,651.7960000000003
658,110011773,110051773,5500.58865,5502.58865,2.0,3,1.10898555546314,658,180,26,12,4848.0,652.5886499999997
659,110113178,110169029,5505.6589,5508.45145,2.79255,10,3.683919690550746,659,100,26,12,4854.0,651.6589000000004
660,110233055,110289655,5511.65275,5514.48275,2.83,6,2.2411474675033616,660,180,5,12,4860.0,651.6527500000002
661,110352995,110476366,5517.64975,5523.8183,6.16855,2,1.387443635102324,661,250,26,12,4866.0,651.6497499999996
662,110480922,110532529,5524.0461,5526.62645,2.58035,7,3.270378546316736,662,180,26,12,4872.0,652.0460999999996
663,110614090,110650908,5530.7045,5532.5454,1.8409,2,0.6500893872907525,663,180,5,12,4878.0,652.7044999999998
664,110769600,110846294,5538.48,5542.3147,3.8347,1,,664,250,26,12,4884.0,654.4799999999996
665,110846356,110878556,5542.3178,5543.9278,1.61,3,1.4502211587267055,665,100,26,12,4890.0,652.3177999999998
666,110953128,111080805,5547.6564,5554.04025,6.38385,5,1.5334483419589802,666,100,5,12,4896.0,651.6563999999998
667,111083988,111123926,5554.1994,5556.1963,1.9969,3,1.0864251181487317,667,180,26,12,4902.0,652.1994000000004
668,111216782,111216845,5560.8391,5560.84225,0.00315,1,,668,180,26,12,4908.0,652.8391000000001
669,111313258,111433072,5565.6629,5571.6536,5.9907,1,,669,100,26,12,4914.0,651.6629000000003
670,111433135,111484680,5571.65675,5574.234,2.57725,3,0.7769705916631056,670,100,5,12,4920.0,651.6567500000001
671,111553095,111612066,5577.65475,5580.6033,2.94855,10,4.389815627743634,671,100,5,12,4926.0,651.6547499999997
672,111679524,111723581,5583.9762,5586.17905,2.20285,5,2.4846263743089634,672,250,5,12,4932.0,651.9762000000001
673,111798277,111850509,5589.91385,5592.52545,2.6116,5,2.6055237102657633,673,180,26,12,4938.0,651.9138499999999
674,111914223,112042899,5595.71115,5602.14495,6.4338,11,4.360623569170391,674,180,5,12,4944.0,651.7111500000001
675,112066861,112078094,5603.34305,5603.9047,0.56165,1,,675,100,26,12,4950.0,653.3430500000004
676,112158844,112211200,5607.9422,5610.56,2.6178,12,5.007511266900351,676,250,26,12,4956.0,651.9422000000004
677,112290390,112412514,5614.5195,5620.6257,6.1062,2,0.998402555910543,677,100,5,12,4962.0,652.5195000000003
678,112418629,112513253,5620.93145,5625.66265,4.7312,5,3.0819015332460125,678,250,26,12,4968.0,652.93145
679,112517871,112572537,5625.89355,5628.62685,2.7333,8,2.605523710265764,679,250,5,12,4974.0,651.8935499999998
680,112633130,112692809,5631.6565,5634.64045,2.98395,6,1.87423859057258,680,180,26,12,4980.0,651.6565
681,112753173,112800725,5637.65865,5640.03625,2.3776,3,2.5639382090891614,681,180,26,12,4986.0,651.6586500000003
682,112873362,112909307,5643.6681,5645.46535,1.79725,3,1.1147650632629174,682,250,5,12,4992.0,651.6680999999999
683,113009152,113049152,5650.4576,5652.4576,2.0,3,1.0845986984815619,683,250,5,12,4998.0,652.4575999999997
684,113131525,113131587,5656.57625,5656.57935,0.0031,1,,684,180,5,12,5004.0,652.5762500000001
685,113248344,113353681,5662.4172,5667.68405,5.26685,3,1.0845986984815619,685,100,26,12,5010.0,652.4171999999999
686,113358361,113479299,5667.91805,5673.96495,6.0469,4,1.2923235978288963,686,100,5,12,5016.0,651.9180500000002
687,113483293,113593185,5674.16465,5679.65925,5.4946,5,2.494232088295816,687,100,26,12,5022.0,652.1646499999997
688,113597491,113713624,5679.87455,5685.6812,5.80665,17,6.747638326585695,688,100,26,12,5028.0,651.8745500000005
689,113718241,113770535,5685.91205,5688.52675,2.6147,3,0.9999750006249845,689,180,5,12,5034.0,651.9120499999999
690,113844359,113958931,5692.21795,5697.94655,5.7286,4,2.1510002151000216,690,250,26,12,5040.0,652.2179500000002
691,113959181,114012723,5697.95905,5700.63615,2.6771,7,2.6055237102657633,691,100,26,12,5046.0,651.9590500000004
692,114073816,114197125,5703.6908,5709.85625,6.16545,3,0.7621805986928603,692,100,26,12,5052.0,651.6908000000003
693,114197375,114323991,5709.86875,5716.19955,6.3308,10,4.331817197314273,693,180,26,12,5058.0,651.8687499999996
694,114339405,114440436,5716.97025,5722.0218,5.05155,3,1.300178774581505,694,180,5,12,5064.0,652.9702500000003
695,114448548,114475694,5722.4274,5723.7847,1.3573,1,,695,180,26,12,5070.0,652.4273999999996
696,114553449,114608551,5727.67245,5730.42755,2.7551,3,0.8523877511880154,696,100,26,12,5076.0,651.67245
697,114673263,114732172,5733.66315,5736.6086,2.94545,10,3.2701111837802483,697,100,5,12,5082.0,651.6631500000003
698,114779848,114918820,5738.9924,5745.941,6.9486,6,1.6605778811026237,698,250,5,12,5088.0,650.9924000000001
699,114921129,115037824,5746.05645,5751.8912,5.83475,15,5.989817310572028,699,100,26,12,5094.0,652.05645
700,115049867,115053861,5752.49335,5752.69305,0.1997,1,,700,250,5,12,5100.0,652.4933499999997
701,115153395,115276766,5757.66975,5763.8383,6.16855,5,1.2470382840753211,701,250,26,12,5106.0,651.66975
702,115305596,115329622,5765.2798,5766.4811,1.2013,1,,702,180,5,12,5112.0,653.2798000000003
703,115413991,115447065,5770.69955,5772.35325,1.6537,4,3.2701111837802483,703,180,5,12,5118.0,652.6995500000003
704,115513400,115570000,5775.67,5778.5,2.83,15,6.1040744697085305,704,100,5,12,5124.0,651.6700000000001
705,115635274,115753466,5781.7637,5787.6733,5.9096,3,0.7051688879486637,705,180,26,12,5130.0,651.7637000000004
706,115755899,115873530,5787.79495,5793.6765,5.88155,3,0.7122126667022772,706,250,26,12,5136.0,651.7949500000004
707,115879708,115919708,5793.9854,5795.9854,2.0,3,1.195886151638364,707,100,5,12,5142.0,651.9853999999996
708,115993531,116027666,5799.67655,5801.3833,1.70675,2,0.7630675314765357,708,180,5,12,5148.0,651.6765500000001
709,116116778,116242334,5805.8389,5812.1167,6.2778,7,3.2701111837802483,709,250,5,12,5154.0,651.8388999999997
710,116242396,116355783,5812.1198,5817.78915,5.66935,4,1.660715768496222,710,250,5,12,5160.0,652.1198000000004
711,116365643,116477220,5818.28215,5823.861,5.57885,4,1.3354700854700854,711,180,26,12,5166.0,652.28215
712,116479592,116593561,5823.9796,5829.67805,5.69845,20,8.904719501335709,712,250,5,12,5172.0,651.9795999999997
713,116604419,116713563,5830.22095,5835.67815,5.4572,11,4.3308791684712,713,100,5,12,5178.0,652.2209499999999
714,116713750,116833377,5835.6875,5841.66885,5.98135,16,4.855547462976451,714,250,26,12,5184.0,651.6875
715,116833439,116880367,5841.67195,5844.01835,2.3464,5,1.9969047975637764,715,180,26,12,5190.0,651.6719499999999
716,116953399,117086381,5847.66995,5854.31905,6.6491,11,3.932363350373575,716,250,26,12,5196.0,651.6699500000004
717,117092497,117193403,5854.62485,5859.67015,5.0453,3,1.3001787745815048,717,250,5,12,5202.0,652.6248500000002
718,117193465,117248879,5859.67325,5862.44395,2.7707,9,3.287040841482456,718,180,26,12,5208.0,651.6732499999998
719,117313592,117433593,5865.6796,5871.67965,6.00005,4,1.810774105930285,719,100,26,12,5214.0,651.6796000000004
720,117433843,117488571,5871.69215,5874.42855,2.7364,7,3.0234315948601664,720,180,26,12,5220.0,651.6921499999999
721,117553408,117580054,5877.6704,5879.0027,1.3323,3,1.504664459825459,721,180,5,12,5226.0,651.6704
722,117673430,117793619,5883.6715,5889.68095,6.00945,11,5.2973116143557135,722,180,26,12,5232.0,651.6715000000004
723,117794430,117852840,5889.7215,5892.642,2.9205,9,3.621220351258374,723,180,5,12,5238.0,651.7214999999997
724,117913434,117953871,5895.6717,5897.69355,2.02185,4,2.4464831804281344,724,180,26,12,5244.0,651.6716999999999
725,118033747,118154810,5901.68735,5907.7405,6.05315,32,12.820512820512821,725,180,26,12,5250.0,651.6873500000002
